gid,decision,committing_side,disadvantaged_side,call_type,season,playoff,period,time,time2,time_min,time_sec,date,home,away,home_team,away_team
21700654,CC,,,Instant Replay: Support Ruling,2018,0,Q4,00:01.9,0.0316666666666666,0,1.9,2018-01-17,ATL,NOP,Hawks,Pelicans
21700654,INC,away,home,Foul: Offensive,2018,0,Q4,00:00.8,0.0133333333333333,0,0.8,2018-01-17,ATL,NOP,Hawks,Pelicans
21700658,INC,home,,Turnover: 5 Second Inbound,2018,0,Q4,00:25.0,0.4166666666666667,0,25.0,2018-01-17,MEM,NYK,Grizzlies,Knicks
21700658,CC,away,home,Foul: Loose Ball,2018,0,Q4,00:25.0,0.4166666666666667,0,25.0,2018-01-17,MEM,NYK,Grizzlies,Knicks
21700658,INC,away,home,Foul: Personal,2018,0,Q4,00:23.0,0.3833333333333333,0,23.0,2018-01-17,MEM,NYK,Grizzlies,Knicks
21700658,CC,away,,Foul: Technical,2018,0,Q4,00:17.8,0.2966666666666667,0,17.8,2018-01-17,MEM,NYK,Grizzlies,Knicks
21700658,CC,away,home,Foul: Personal Take,2018,0,Q4,00:12.8,0.2133333333333333,0,12.8,2018-01-17,MEM,NYK,Grizzlies,Knicks
21700655,CC,home,away,Foul: Shooting,2018,0,Q4,00:53.2,0.8866666666666667,0,53.2,2018-01-17,BKN,SAS,Nets,Spurs
21700655,CC,away,home,Foul: Personal,2018,0,Q4,00:40.4,0.6733333333333333,0,40.4,2018-01-17,BKN,SAS,Nets,Spurs
21700655,CC,home,away,Foul: Personal,2018,0,Q4,00:34.0,0.5666666666666667,0,34.0,2018-01-17,BKN,SAS,Nets,Spurs
21700655,CC,home,away,Foul: Personal,2018,0,Q4,00:29.1,0.485,0,29.1,2018-01-17,BKN,SAS,Nets,Spurs
21700655,INC,home,away,Foul: Personal,2018,0,Q4,00:21.8,0.3633333333333333,0,21.8,2018-01-17,BKN,SAS,Nets,Spurs
21700655,IC,away,home,Foul: Loose Ball,2018,0,Q4,00:19.4,0.3233333333333333,0,19.4,2018-01-17,BKN,SAS,Nets,Spurs
21700655,CC,home,away,Foul: Personal,2018,0,Q4,00:16.6,0.2766666666666666,0,16.6,2018-01-17,BKN,SAS,Nets,Spurs
21700655,CC,home,away,Foul: Loose Ball,2018,0,Q4,00:07.2,0.12,0,7.2,2018-01-17,BKN,SAS,Nets,Spurs
21700664,CC,away,home,Foul: Shooting,2018,0,Q4,01:52.0,1.8666666666666667,1,52.0,2018-01-18,CLE,ORL,Cavaliers,Magic
21700664,CC,away,,Turnover: 3 Second Violation,2018,0,Q4,01:02.0,1.0333333333333334,1,2.0,2018-01-18,CLE,ORL,Cavaliers,Magic
21700664,INC,away,home,Foul: Shooting,2018,0,Q4,00:21.9,0.365,0,21.9,2018-01-18,CLE,ORL,Cavaliers,Magic
21700664,CC,away,home,Foul: Shooting,2018,0,Q4,00:11.2,0.1866666666666666,0,11.2,2018-01-18,CLE,ORL,Cavaliers,Magic
21700664,CC,,,Instant Replay: Support Ruling,2018,0,Q4,00:00.2,0.0033333333333333,0,0.2,2018-01-18,CLE,ORL,Cavaliers,Magic
21700668,INC,away,home,Foul: Shooting,2018,0,Q4,00:58.5,0.975,0,58.5,2018-01-19,BKN,MIA,Nets,Heat
21700668,CC,home,,Turnover: Backcourt Turnover,2018,0,Q4,00:22.3,0.3716666666666667,0,22.3,2018-01-19,BKN,MIA,Nets,Heat
21700668,CC,away,home,Foul: Personal,2018,0,Q4,00:17.7,0.295,0,17.7,2018-01-19,BKN,MIA,Nets,Heat
21700672,CC,away,home,Foul: Personal,2018,0,Q4,01:58.0,1.9666666666666668,1,58.0,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,INC,home,away,Foul: Loose Ball,2018,0,Q4,01:57.0,1.95,1,57.0,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,,,Instant Replay: Support Ruling,2018,0,Q4,01:54.0,1.9,1,54.0,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,away,home,Foul: Shooting,2018,0,Q4,01:54.0,1.9,1,54.0,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,away,home,Foul: Shooting,2018,0,Q4,01:07.0,1.1166666666666667,1,7.0,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,INC,away,home,Foul: Offensive,2018,0,Q4,00:35.2,0.5866666666666667,0,35.2,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,INC,home,away,Foul: Personal,2018,0,Q4,00:34.4,0.5733333333333334,0,34.4,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,INC,away,,Turnover: Double Dribble,2018,0,Q4,00:33.8,0.5633333333333332,0,33.8,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,home,away,Foul: Personal,2018,0,Q4,00:32.5,0.5416666666666666,0,32.5,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,home,away,Foul: Personal,2018,0,Q4,00:09.3,0.155,0,9.3,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,,,Instant Replay: Overturn Ruling,2018,0,Q4,00:02.7,0.045,0,2.7,2018-01-19,UTA,NYK,Jazz,Knicks
21700672,CC,,,Instant Replay: Support Ruling,2018,0,Q4,00:00.0,0.0,0,0.0,2018-01-19,UTA,NYK,Jazz,Knicks
21700667,CC,away,home,Foul: Personal,2018,0,Q4,00:18.8,0.3133333333333333,0,18.8,2018-01-19,TOR,SAS,Raptors,Spurs
21700667,CC,home,away,Foul: Offensive,2018,0,Q4,00:18.8,0.3133333333333333,0,18.8,2018-01-19,TOR,SAS,Raptors,Spurs
21700667,CC,home,away,Foul: Shooting,2018,0,Q4,00:11.9,0.1983333333333333,0,11.9,2018-01-19,TOR,SAS,Raptors,Spurs
21700667,CC,away,home,Foul: Personal,2018,0,Q4,00:09.2,0.1533333333333333,0,9.2,2018-01-19,TOR,SAS,Raptors,Spurs
21700667,CC,away,home,Foul: Personal,2018,0,Q4,00:04.6,0.0766666666666666,0,4.6,2018-01-19,TOR,SAS,Raptors,Spurs
21700679,INC,home,away,Foul: Loose Ball,2018,0,Q4,00:44.7,0.745,0,44.7,2018-01-20,HOU,GSW,Rockets,Warriors
21700679,CC,away,home,Foul: Personal,2018,0,Q4,00:28.2,0.47,0,28.2,2018-01-20,HOU,GSW,Rockets,Warriors
21700676,INC,away,home,Foul: Shooting,2018,0,Q4,01:59.0,1.9833333333333327,1,59.0,2018-01-20,CHA,MIA,Hornets,Heat
21700676,INC,home,,Violation: Lane,2018,0,Q4,01:52.0,1.8666666666666667,1,52.0,2018-01-20,CHA,MIA,Hornets,Heat
21700676,CC,home,away,Foul: Shooting,2018,0,Q4,01:52.0,1.8666666666666667,1,52.0,2018-01-20,CHA,MIA,Hornets,Heat
21700676,CC,away,home,Foul: Personal,2018,0,Q4,00:49.3,0.8216666666666667,0,49.3,2018-01-20,CHA,MIA,Hornets,Heat
21700676,INC,home,away,Foul: Shooting,2018,0,Q4,00:34.4,0.5733333333333334,0,34.4,2018-01-20,CHA,MIA,Hornets,Heat
21700676,CC,home,away,Foul: Personal,2018,0,Q4,00:00.2,0.0033333333333333,0,0.2,2018-01-20,CHA,MIA,Hornets,Heat
21700680,CC,,,Instant Replay: Support Ruling,2018,0,Q4,02:00.0,2.0,2,0.0,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,home,away,Foul: Shooting,2018,0,Q4,01:23.0,1.3833333333333333,1,23.0,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,away,home,Foul: Shooting,2018,0,Q4,01:07.0,1.1166666666666667,1,7.0,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,away,home,Foul: Personal,2018,0,Q4,00:24.8,0.4133333333333333,0,24.8,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,away,home,Foul: Offensive,2018,0,Q4,00:22.0,0.3666666666666666,0,22.0,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,away,home,Foul: Personal,2018,0,Q4,00:15.3,0.255,0,15.3,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,home,away,Foul: Loose Ball,2018,0,Q4,00:08.4,0.14,0,8.4,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700680,CC,away,home,Foul: Personal,2018,0,Q4,00:07.0,0.1166666666666666,0,7.0,2018-01-20,MIN,TOR,Timberwolves,Raptors
21700685,INC,home,away,Foul: Shooting,2018,0,Q4,01:51.0,1.85,1,51.0,2018-01-21,DET,BKN,Pistons,Nets
21700685,CC,home,away,Foul: Loose Ball,2018,0,Q4,00:42.2,0.7033333333333334,0,42.2,2018-01-21,DET,BKN,Pistons,Nets
21700685,CC,home,away,Foul: Shooting,2018,0,Q4,00:13.7,0.2283333333333333,0,13.7,2018-01-21,DET,BKN,Pistons,Nets
21700692,CC,,,Instant Replay: Overturn Ruling,2018,0,Q4,01:28.0,1.4666666666666668,1,28.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,away,home,Foul: Shooting,2018,0,Q4,00:03.2,0.0533333333333333,0,3.2,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,home,,Instant Replay: Support Ruling,2018,0,Q4,00:00.0,0.0,0,0.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,home,away,Foul: Shooting,2018,0,Q4,00:00.0,0.0,0,0.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,INC,away,home,Foul: Shooting,2018,0,Q5,01:51.0,1.85,1,51.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,away,home,Foul: Shooting,2018,0,Q5,01:48.0,1.8,1,48.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,home,away,Foul: Shooting,2018,0,Q5,00:31.7,0.5283333333333333,0,31.7,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,home,away,Foul: Loose Ball,2018,0,Q6,01:48.0,1.8,1,48.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,INC,home,away,Foul: Personal,2018,0,Q6,01:41.0,1.6833333333333331,1,41.0,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,INC,home,away,Foul: Personal,2018,0,Q6,00:39.7,0.6616666666666667,0,39.7,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,,,Instant Replay: Overturn Ruling,2018,0,Q6,00:32.3,0.5383333333333333,0,32.3,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,home,away,Foul: Shooting,2018,0,Q6,00:31.4,0.5233333333333333,0,31.4,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,,,Instant Replay: Overturn Ruling,2018,0,Q6,00:31.4,0.5233333333333333,0,31.4,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,away,home,Foul: Personal,2018,0,Q6,00:09.2,0.1533333333333333,0,9.2,2018-01-22,NOP,CHI,Pelicans,Bulls
21700692,CC,away,home,Foul: Personal,2018,0,Q6,00:08.2,0.1366666666666666,0,8.2,2018-01-22,NOP,CHI,Pelicans,Bulls
21700689,IC,away,home,Foul: Personal,2018,0,Q4,01:54.0,1.9,1,54.0,2018-01-22,HOU,MIA,Rockets,Heat
21700689,INC,away,home,Foul: Personal,2018,0,Q4,00:22.8,0.38,0,22.8,2018-01-22,HOU,MIA,Rockets,Heat
21700689,CC,away,home,Foul: Personal,2018,0,Q4,00:14.2,0.2366666666666666,0,14.2,2018-01-22,HOU,MIA,Rockets,Heat
21700695,CC,away,home,Foul: Shooting,2018,0,Q4,01:13.0,1.2166666666666668,1,13.0,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700695,CC,away,home,Foul: Personal,2018,0,Q4,00:52.9,0.8816666666666666,0,52.9,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700695,CC,away,home,Foul: Offensive,2018,0,Q4,00:36.7,0.6116666666666667,0,36.7,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700695,INC,home,away,Foul: Away from Play,2018,0,Q4,00:14.1,0.235,0,14.1,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700695,CC,home,,Turnover: Double Dribble,2018,0,Q4,00:14.1,0.235,0,14.1,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700695,CC,home,away,Foul: Personal,2018,0,Q4,00:13.1,0.2183333333333333,0,13.1,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700695,CC,home,away,Foul: Personal,2018,0,Q4,00:07.4,0.1233333333333333,0,7.4,2018-01-22,LAC,MIN,Clippers,Timberwolves
21700690,INC,away,,Turnover: Traveling,2018,0,Q4,01:30.0,1.5,1,30.0,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,CC,home,away,Foul: Personal,2018,0,Q4,01:23.0,1.3833333333333333,1,23.0,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,INC,away,home,Foul: Personal,2018,0,Q4,00:59.9,0.9983333333333332,0,59.9,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,IC,away,home,Foul: Shooting,2018,0,Q4,00:54.6,0.91,0,54.6,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,INC,home,away,Foul: Shooting,2018,0,Q4,00:39.9,0.6649999999999999,0,39.9,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,CC,away,home,Foul: Personal,2018,0,Q4,00:35.3,0.5883333333333333,0,35.3,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,CC,home,away,Foul: Offensive,2018,0,Q4,00:28.1,0.4683333333333334,0,28.1,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,CC,home,away,Foul: Shooting,2018,0,Q4,00:15.8,0.2633333333333333,0,15.8,2018-01-22,MEM,PHI,Grizzlies,76ers
21700690,CC,away,home,Foul: Personal,2018,0,Q4,00:06.2,0.1033333333333333,0,6.2,2018-01-22,MEM,PHI,Grizzlies,76ers
21700691,CC,home,away,Foul: Shooting,2018,0,Q4,01:49.0,1.8166666666666669,1,49.0,2018-01-22,MIL,PHX,Bucks,Suns
21700691,CC,away,home,Foul: Personal Take,2018,0,Q4,00:18.9,0.315,0,18.9,2018-01-22,MIL,PHX,Bucks,Suns
21700691,CC,home,away,Foul: Personal,2018,0,Q4,00:11.8,0.1966666666666666,0,11.8,2018-01-22,MIL,PHX,Bucks,Suns
21700691,CC,away,home,Foul: Personal Take,2018,0,Q4,00:10.5,0.175,0,10.5,2018-01-22,MIL,PHX,Bucks,Suns
21700694,IC,home,away,Foul: Shooting,2018,0,Q4,01:08.0,1.1333333333333333,1,8.0,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700694,IC,home,away,Foul: Shooting,2018,0,Q4,00:41.7,0.6950000000000001,0,41.7,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700694,INC,home,away,Foul: Away from Play,2018,0,Q4,00:33.6,0.56,0,33.6,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700694,CC,away,home,Foul: Shooting,2018,0,Q4,00:33.6,0.56,0,33.6,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700694,CC,,,Instant Replay: Overturn Ruling,2018,0,Q4,00:09.2,0.1533333333333333,0,9.2,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700694,CC,away,home,Foul: Personal,2018,0,Q4,00:07.9,0.1316666666666666,0,7.9,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700694,CC,away,home,Foul: Personal,2018,0,Q4,00:01.8,0.03,0,1.8,2018-01-22,DEN,POR,Nuggets,Trail Blazers
21700687,CC,away,home,Foul: Shooting,2018,0,Q4,01:59.0,1.9833333333333327,1,59.0,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,,,Instant Replay: Support Ruling,2018,0,Q4,01:33.0,1.55,1,33.0,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,away,home,Foul: Loose Ball,2018,0,Q4,01:12.0,1.2,1,12.0,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,,,Instant Replay: Overturn Ruling,2018,0,Q4,01:03.0,1.05,1,3.0,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,away,,Violation: Defensive Goaltending,2018,0,Q4,00:40.2,0.67,0,40.2,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,away,home,Foul: Personal Take,2018,0,Q4,00:23.2,0.3866666666666666,0,23.2,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,away,,Violation: Lane,2018,0,Q4,00:23.2,0.3866666666666666,0,23.2,2018-01-22,CHA,SAC,Hornets,Kings
21700687,CC,away,home,Foul: Personal Take,2018,0,Q4,00:14.6,0.2433333333333333,0,14.6,2018-01-22,CHA,SAC,Hornets,Kings
21700697,INC,home,,Foul: Defense 3 Second,2018,0,Q4,01:49.0,1.8166666666666669,1,49.0,2018-01-23,OKC,BKN,Thunder,Nets
21700697,INC,away,home,Foul: Personal,2018,0,Q4,01:22.0,1.3666666666666667,1,22.0,2018-01-23,OKC,BKN,Thunder,Nets
21700697,CC,away,home,Foul: Personal,2018,0,Q4,01:03.0,1.05,1,3.0,2018-01-23,OKC,BKN,Thunder,Nets
21700697,INC,away,home,Foul: Defense 3 Second,2018,0,Q4,00:34.4,0.5733333333333334,0,34.4,2018-01-23,OKC,BKN,Thunder,Nets
21700697,INC,home,away,Foul: Shooting,2018,0,Q4,00:08.6,0.1433333333333333,0,8.6,2018-01-23,OKC,BKN,Thunder,Nets
21700697,INC,home,away,Foul: Offensive,2018,0,Q4,00:06.7,0.1116666666666666,0,6.7,2018-01-23,OKC,BKN,Thunder,Nets
21700700,CC,home,away,Foul: Personal,2018,0,Q4,01:05.0,1.0833333333333333,1,5.0,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,CC,away,home,Foul: Personal,2018,0,Q4,00:26.0,0.4333333333333333,0,26.0,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,INC,away,home,Foul: Personal,2018,0,Q4,00:23.8,0.3966666666666666,0,23.8,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,INC,home,,Turnover: Traveling,2018,0,Q4,00:20.2,0.3366666666666666,0,20.2,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,CC,away,home,Foul: Personal,2018,0,Q4,00:19.8,0.33,0,19.8,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,CC,home,away,Foul: Loose Ball,2018,0,Q4,00:19.2,0.32,0,19.2,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,INC,home,away,Foul: Offensive,2018,0,Q4,00:15.7,0.2616666666666666,0,15.7,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,CC,away,home,Foul: Personal,2018,0,Q4,00:11.6,0.1933333333333333,0,11.6,2018-01-23,LAL,BOS,Lakers,Celtics
21700700,CC,away,home,Foul: Personal,2018,0,Q4,00:05.7,0.095,0,5.7,2018-01-23,LAL,BOS,Lakers,Celtics
21700696,CC,home,away,Foul: Personal,2018,0,Q4,00:30.6,0.51,0,30.6,2018-01-23,ORL,SAC,Magic,Kings
21700696,CC,home,away,Foul: Personal,2018,0,Q4,00:23.5,0.3916666666666666,0,23.5,2018-01-23,ORL,SAC,Magic,Kings
21700696,CC,home,away,Foul: Personal,2018,0,Q4,00:05.6,0.0933333333333333,0,5.6,2018-01-23,ORL,SAC,Magic,Kings
21700701,IC,away,,Turnover: Traveling,2018,0,Q4,01:10.0,1.1666666666666667,1,10.0,2018-01-24,CHA,NOP,Hornets,Pelicans
21700701,CC,home,away,Foul: Personal,2018,0,Q4,00:49.4,0.8233333333333334,0,49.4,2018-01-24,CHA,NOP,Hornets,Pelicans
21700701,INC,home,away,Foul: Shooting,2018,0,Q4,00:43.3,0.7216666666666666,0,43.3,2018-01-24,CHA,NOP,Hornets,Pelicans
21700701,CC,home,away,Foul: Personal,2018,0,Q4,00:30.1,0.5016666666666667,0,30.1,2018-01-24,CHA,NOP,Hornets,Pelicans
21700701,CC,away,home,Foul: Personal,2018,0,Q4,00:23.7,0.3949999999999999,0,23.7,2018-01-24,CHA,NOP,Hornets,Pelicans
21700701,CC,home,away,Foul: Personal Take,2018,0,Q4,00:20.8,0.3466666666666667,0,20.8,2018-01-24,CHA,NOP,Hornets,Pelicans
21700701,CC,home,away,Foul: Personal Take,2018,0,Q4,00:08.4,0.14,0,8.4,2018-01-24,CHA,NOP,Hornets,Pelicans
21700702,INC,home,,Turnover: 3 Second Violation,2018,0,Q4,00:33.6,0.56,0,33.6,2018-01-24,DET,UTA,Pistons,Jazz
21700702,CC,away,home,Foul: Personal,2018,0,Q4,00:11.8,0.1966666666666666,0,11.8,2018-01-24,DET,UTA,Pistons,Jazz
21700702,INC,home,away,Foul: Offensive,2018,0,Q4,00:03.0,0.05,0,3.0,2018-01-24,DET,UTA,Pistons,Jazz
21700702,INC,home,away,Foul: Personal,2018,0,Q5,01:34.0,1.5666666666666669,1,34.0,2018-01-24,DET,UTA,Pistons,Jazz
21700702,CC,home,away,Foul: Personal,2018,0,Q5,01:03.0,1.05,1,3.0,2018-01-24,DET,UTA,Pistons,Jazz
21700702,CC,away,home,Foul: Shooting,2018,0,Q5,00:45.2,0.7533333333333334,0,45.2,2018-01-24,DET,UTA,Pistons,Jazz
21700702,INC,home,away,Foul: Loose Ball,2018,0,Q5,00:35.3,0.5883333333333333,0,35.3,2018-01-24,DET,UTA,Pistons,Jazz
21700702,CC,away,home,Foul: Personal,2018,0,Q5,00:06.3,0.105,0,6.3,2018-01-24,DET,UTA,Pistons,Jazz
21700702,CC,home,away,Foul: Personal,2018,0,Q5,00:01.8,0.03,0,1.8,2018-01-24,DET,UTA,Pistons,Jazz
21700702,INC,home,away,Foul: Loose Ball,2018,0,Q5,00:01.8,0.03,0,1.8,2018-01-24,DET,UTA,Pistons,Jazz
21700710,INC,home,away,Foul: Shooting,2018,0,Q4,01:39.0,1.65,1,39.0,2018-01-25,MIA,SAC,Heat,Kings
21700710,CC,away,home,Foul: Personal,2018,0,Q4,01:19.0,1.3166666666666669,1,19.0,2018-01-25,MIA,SAC,Heat,Kings
21700710,CC,home,away,Foul: Offensive,2018,0,Q4,00:21.9,0.365,0,21.9,2018-01-25,MIA,SAC,Heat,Kings
21700720,CC,away,home,Foul: Shooting,2018,0,Q4,00:15.0,0.25,0,15.0,2018-01-26,NOP,HOU,Pelicans,Rockets
21700720,CC,home,away,Foul: Shooting,2018,0,Q4,00:08.1,0.1349999999999999,0,8.1,2018-01-26,NOP,HOU,Pelicans,Rockets
21700720,CC,away,home,Foul: Personal Take,2018,0,Q4,00:04.1,0.0683333333333333,0,4.1,2018-01-26,NOP,HOU,Pelicans,Rockets
21700720,CC,home,away,Foul: Personal,2018,0,Q4,00:01.8,0.03,0,1.8,2018-01-26,NOP,HOU,Pelicans,Rockets
21700720,CC,away,home,Foul: Personal Take,2018,0,Q4,00:01.6,0.0266666666666666,0,1.6,2018-01-26,NOP,HOU,Pelicans,Rockets
21700717,CC,away,home,Foul: Shooting,2018,0,Q4,01:14.0,1.2333333333333334,1,14.0,2018-01-26,CHI,LAL,Bulls,Lakers
21700717,INC,away,home,Foul: Shooting,2018,0,Q4,00:41.6,0.6933333333333334,0,41.6,2018-01-26,CHI,LAL,Bulls,Lakers
21700717,INC,away,home,Foul: Shooting,2018,0,Q4,00:40.3,0.6716666666666666,0,40.3,2018-01-26,CHI,LAL,Bulls,Lakers
21700717,CC,home,away,Foul: Personal,2018,0,Q4,00:32.1,0.535,0,32.1,2018-01-26,CHI,LAL,Bulls,Lakers
21700717,CC,home,away,Foul: Personal Take,2018,0,Q4,00:21.4,0.3566666666666666,0,21.4,2018-01-26,CHI,LAL,Bulls,Lakers
21700717,CC,home,away,Foul: Personal,2018,0,Q4,00:09.0,0.15,0,9.0,2018-01-26,CHI,LAL,Bulls,Lakers
21700717,CC,home,away,Foul: Personal,2018,0,Q4,00:04.2,0.07,0,4.2,2018-01-26,CHI,LAL,Bulls,Lakers
21700716,CC,away,home,Foul: Personal,2018,0,Q4,01:17.0,1.2833333333333332,1,17.0,2018-01-26,TOR,UTA,Raptors,Jazz
21700716,IC,home,away,Foul: Shooting,2018,0,Q4,00:40.8,0.6799999999999999,0,40.8,2018-01-26,TOR,UTA,Raptors,Jazz
21700716,INC,away,home,Foul: Personal,2018,0,Q4,00:25.9,0.4316666666666666,0,25.9,2018-01-26,TOR,UTA,Raptors,Jazz
21700716,CC,home,away,Foul: Personal Take,2018,0,Q4,00:01.1,0.0183333333333333,0,1.1,2018-01-26,TOR,UTA,Raptors,Jazz
21700728,CC,away,home,Foul: Shooting,2018,0,Q4,00:43.0,0.7166666666666667,0,43.0,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,home,away,Foul: Personal,2018,0,Q4,00:26.9,0.4483333333333333,0,26.9,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,away,home,Foul: Personal,2018,0,Q4,00:20.1,0.335,0,20.1,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,away,home,Foul: Personal,2018,0,Q4,00:10.3,0.1716666666666667,0,10.3,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,away,home,Foul: Personal,2018,0,Q4,00:06.9,0.115,0,6.9,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,home,away,Foul: Personal,2018,0,Q4,00:02.9,0.0483333333333333,0,2.9,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,away,,Violation: Lane,2018,0,Q4,00:02.9,0.0483333333333333,0,2.9,2018-01-27,GSW,BOS,Warriors,Celtics
21700728,CC,away,home,Foul: Personal,2018,0,Q4,00:01.6,0.0266666666666666,0,1.6,2018-01-27,GSW,BOS,Warriors,Celtics
21700727,CC,away,home,Foul: Shooting,2018,0,Q4,01:21.0,1.35,1,21.0,2018-01-27,MIA,CHA,Heat,Hornets
21700727,INC,home,away,Foul: Personal,2018,0,Q4,01:05.0,1.0833333333333333,1,5.0,2018-01-27,MIA,CHA,Heat,Hornets
21700727,CC,home,away,Foul: Shooting,2018,0,Q4,00:30.4,0.5066666666666666,0,30.4,2018-01-27,MIA,CHA,Heat,Hornets
21700730,CC,away,home,Foul: Away from Play,2018,0,Q4,01:52.0,1.8666666666666667,1,52.0,2018-01-27,DEN,DAL,Nuggets,Mavericks
21700730,INC,away,home,Foul: Double Personal,2018,0,Q4,01:37.0,1.6166666666666667,1,37.0,2018-01-27,DEN,DAL,Nuggets,Mavericks
21700730,INC,away,home,Foul: Shooting,2018,0,Q4,01:23.0,1.3833333333333333,1,23.0,2018-01-27,DEN,DAL,Nuggets,Mavericks
21700730,CC,,,Instant Replay: Overturn Ruling,2018,0,Q4,01:17.0,1.2833333333333332,1,17.0,2018-01-27,DEN,DAL,Nuggets,Mavericks
21700730,CC,away,,Violation: Kicked Ball,2018,0,Q4,00:42.6,0.7100000000000001,0,42.6,2018-01-27,DEN,DAL,Nuggets,Mavericks
21700730,IC,home,away,Foul: Offensive,2018,0,Q4,00:12.7,0.2116666666666666,0,12.7,2018-01-27,DEN,DAL,Nuggets,Mavericks
21700725,CC,away,home,Foul: Personal,2018,0,Q4,00:21.2,0.3533333333333333,0,21.2,2018-01-27,IND,ORL,Pacers,Magic
21700725,CC,away,home,Foul: Personal,2018,0,Q4,00:20.5,0.3416666666666667,0,20.5,2018-01-27,IND,ORL,Pacers,Magic
21700725,INC,home,away,Violation: Lane,2018,0,Q4,00:07.9,0.1316666666666666,0,7.9,2018-01-27,IND,ORL,Pacers,Magic
21700725,CC,home,away,Foul: Shooting,2018,0,Q4,00:07.9,0.1316666666666666,0,7.9,2018-01-27,IND,ORL,Pacers,Magic
21700725,INC,,,Violation: Double Lane,2018,0,Q4,00:07.9,0.1316666666666666,0,7.9,2018-01-27,IND,ORL,Pacers,Magic
