gid,beta,total_errors,playoff,season,date,home,away,home_elo,away_elo,team1,team2,elo1_pre,elo2_pre,elo_diff,season_int,AR
12100023,1,2,0,2022,2021-10-07,PHI,TOR,PHI,TOR,,,,,40.56189140000015,2022,0.5
21400880,2,2,0,2015,2015-03-01,BOS,GSW,BOS,GSW,BOS,GSW,1427.5938,1726.9042,-299.31039999999985,2015,1.0
21400883,1,3,0,2015,2015-03-01,HOU,CLE,HOU,CLE,HOU,CLE,1619.2689,1601.0841,18.184799999999996,2015,0.3333333333333333
21400884,0,1,0,2015,2015-03-01,DEN,NOP,DEN,NOP,DEN,NOP,1361.0129,1485.3468,-124.33390000000009,2015,0.0
21400888,2,4,0,2015,2015-03-02,MIN,LAC,MIN,LAC,MIN,LAC,1362.9276,1672.9873,-310.0597,2015,0.5
21400890,0,1,0,2015,2015-03-03,CHA,LAL,CHO,LAL,CHO,LAL,1464.8566,1356.0547,108.80190000000016,2015,0.0
21400893,0,4,0,2015,2015-03-03,CHI,WAS,CHI,WAS,CHI,WAS,1553.1472,1460.9078,92.23940000000016,2015,0.0
21400901,0,3,0,2015,2015-03-04,HOU,MEM,HOU,MEM,HOU,MEM,1617.4182,1604.6254,12.79280000000017,2015,0.0
21400904,1,1,0,2015,2015-03-04,OKC,PHI,OKC,PHI,OKC,PHI,1624.5492,1287.8823,336.66689999999994,2015,1.0
21400905,1,1,0,2015,2015-03-04,MIA,LAL,MIA,LAL,MIA,LAL,1465.8827,1354.4537,111.42900000000009,2015,1.0
21400908,4,5,0,2015,2015-03-04,LAC,POR,LAC,POR,LAC,POR,1675.7568,1622.5796,53.177200000000084,2015,0.8
21400909,0,1,0,2015,2015-03-05,CHI,OKC,CHI,OKC,CHI,OKC,1556.1786,1625.3306,-69.15200000000004,2015,0.0
21400913,1,1,0,2015,2015-03-06,ORL,SAC,ORL,SAC,ORL,SAC,1305.6655,1408.1774,-102.51189999999997,2015,1.0
21400916,2,5,0,2015,2015-03-06,BKN,PHX,BRK,PHO,BRK,PHO,1470.2637,1506.5392,-36.275499999999965,2015,0.4
21400918,0,2,0,2015,2015-03-06,MEM,LAL,MEM,LAL,MEM,LAL,1611.6025,1351.4318,260.1706999999999,2015,0.0
21400920,0,1,0,2015,2015-03-06,WAS,MIA,WAS,MIA,WAS,MIA,1457.8765,1468.9047,-11.02819999999997,2015,0.0
21400923,1,2,0,2015,2015-03-07,NOP,MEM,NOP,MEM,NOP,MEM,1478.9233,1613.0618,-134.13850000000002,2015,0.5
21400925,0,1,0,2015,2015-03-07,MIA,SAC,MIA,SAC,MIA,SAC,1465.5244,1401.0748,64.44959999999992,2015,0.0
21400926,0,1,0,2015,2015-03-07,NYK,IND,NYK,IND,NYK,IND,1279.8043,1513.2635,-233.4592,2015,0.0
21400929,1,1,0,2015,2015-03-07,MIL,WAS,MIL,WAS,MIL,WAS,1499.8068,1461.2567,38.55010000000016,2015,1.0
21400942,1,1,0,2015,2015-03-09,MIL,NOP,MIL,NOP,MIL,NOP,1504.1302,1487.6519,16.47829999999999,2015,1.0
21400951,0,1,0,2015,2015-03-10,LAL,DET,LAL,DET,LAL,DET,1345.0282,1429.8944,-84.86619999999994,2015,0.0
21400953,3,4,0,2015,2015-03-11,PHI,CHI,PHI,CHI,PHI,CHI,1302.8069,1533.4741,-230.66719999999987,2015,0.75
21400954,0,2,0,2015,2015-03-11,BOS,MEM,BOS,MEM,BOS,MEM,1443.986,1616.3285,-172.34249999999997,2015,0.0
21400962,1,3,0,2015,2015-03-12,IND,MIL,IND,MIL,IND,MIL,1523.3566,1490.2418,33.11480000000006,2015,0.3333333333333333
21400964,2,2,0,2015,2015-03-12,SAS,CLE,SAS,CLE,SAS,CLE,1653.1711,1644.6669,8.504200000000083,2015,1.0
21400969,0,2,0,2015,2015-03-13,BOS,ORL,BOS,ORL,BOS,ORL,1451.1381,1312.5569,138.58119999999985,2015,0.0
21400980,0,1,0,2015,2015-03-14,UTA,DET,UTA,DET,UTA,DET,1545.056,1416.6588,128.3972000000001,2015,0.0
21400982,1,1,0,2015,2015-03-15,OKC,CHI,OKC,CHI,OKC,CHI,1611.2052,1529.7437,81.46150000000011,2015,1.0
21400983,1,1,0,2015,2015-03-15,LAC,HOU,LAC,HOU,LAC,HOU,1652.2621,1601.9164,50.34569999999985,2015,1.0
21400984,6,10,0,2015,2015-03-15,NOP,DEN,NOP,DEN,NOP,DEN,1522.9375,1427.5206,95.41689999999994,2015,0.6
21400998,1,1,0,2015,2015-03-16,SAC,ATL,SAC,ATL,SAC,ATL,1394.6455,1654.6151,-259.9695999999999,2015,1.0
21400999,1,2,0,2015,2015-03-16,GSW,LAL,GSW,LAL,GSW,LAL,1723.3567,1336.0887,387.26800000000003,2015,0.5
21401001,3,7,0,2015,2015-03-17,NYK,SAS,NYK,SAS,NYK,SAS,1276.3857,1648.0088,-371.6231,2015,0.42857142857142855
21401003,0,2,0,2015,2015-03-17,NOP,MIL,NOP,MIL,NOP,MIL,1507.8823,1480.8778,27.004500000000007,2015,0.0
21401012,1,2,0,2015,2015-03-18,DAL,ORL,DAL,ORL,DAL,ORL,1581.9098,1303.5917,278.31809999999996,2015,0.5
21401016,1,6,0,2015,2015-03-19,NYK,MIN,NYK,MIN,NYK,MIN,1289.7482,1331.9044,-42.1561999999999,2015,0.16666666666666666
21401018,1,3,0,2015,2015-03-19,PHX,NOP,PHO,NOP,PHO,NOP,1501.4518,1510.267,-8.815200000000004,2015,0.3333333333333333
21401022,4,5,0,2015,2015-03-20,BKN,MIL,BRK,MIL,BRK,MIL,1443.1869,1469.6437,-26.456800000000158,2015,0.8
21401023,0,1,0,2015,2015-03-20,CLE,IND,CLE,IND,CLE,IND,1643.8861,1487.1711,156.71499999999992,2015,0.0
21401043,3,5,0,2015,2015-03-22,BOS,DET,BOS,DET,BOS,DET,1464.0114,1431.5424,32.46900000000005,2015,0.6
21401046,3,8,0,2015,2015-03-22,PHX,DAL,PHO,DAL,PHO,DAL,1529.691,1567.8274,-38.13639999999987,2015,0.375
21401052,1,3,0,2015,2015-03-23,UTA,MIN,UTA,MIN,UTA,MIN,1548.9791,1328.3145,220.66460000000006,2015,0.3333333333333333
21401054,0,1,0,2015,2015-03-24,DET,TOR,DET,TOR,DET,TOR,1445.3927,1542.5321,-97.1393999999998,2015,0.0
21401055,0,1,0,2015,2015-03-24,MIL,MIA,MIL,MIA,MIL,MIA,1454.9366,1481.4974,-26.560799999999972,2015,0.0
21401058,1,2,0,2015,2015-03-24,SAC,PHI,SAC,PHI,SAC,PHI,1414.632,1306.4329,108.19910000000004,2015,0.5
21401060,0,1,0,2015,2015-03-25,CHA,BKN,CHO,BRK,CHO,BRK,1458.2108,1441.8984,16.312400000000025,2015,0.0
21401063,1,1,0,2015,2015-03-25,WAS,IND,WAS,IND,WAS,IND,1502.514,1457.8428,44.6712,2015,1.0
21401067,4,6,0,2015,2015-03-25,MIN,LAL,MIN,LAL,MIN,LAL,1339.5403,1336.7478,2.792499999999791,2015,0.6666666666666666
21401069,2,2,0,2015,2015-03-25,DEN,PHI,DEN,PHI,DEN,PHI,1443.4148,1304.8269,138.5879,2015,1.0
21401070,2,2,0,2015,2015-03-25,UTA,POR,UTA,POR,UTA,POR,1537.7533,1595.2953,-57.541999999999916,2015,1.0
21401073,0,1,0,2015,2015-03-26,MIL,IND,MIL,IND,MIL,IND,1457.9591,1465.4594,-7.500299999999925,2015,0.0
21401076,2,5,0,2015,2015-03-27,WAS,CHA,WAS,CHO,WAS,CHO,1494.8975,1450.0568,44.84069999999997,2015,0.4
21401086,1,1,0,2015,2015-03-27,PHX,POR,PHO,POR,PHO,POR,1517.3494,1601.7861,-84.43669999999997,2015,1.0
21401092,1,1,0,2015,2015-03-29,CLE,PHI,CLE,PHI,CLE,PHI,1664.4309,1324.3451,340.08580000000006,2015,1.0
21401093,2,2,0,2015,2015-03-29,BKN,LAL,BRK,LAL,BRK,LAL,1463.7366,1340.4608,123.27579999999989,2015,1.0
21401099,1,3,0,2015,2015-03-29,IND,DAL,IND,DAL,IND,DAL,1461.1024,1564.2224,-103.12000000000012,2015,0.3333333333333333
21401102,1,2,0,2015,2015-03-30,PHI,LAL,PHI,LAL,PHI,LAL,1323.9053,1337.1229,-13.217600000000175,2015,0.5
21401104,1,1,0,2015,2015-03-30,TOR,HOU,TOR,HOU,TOR,HOU,1522.1833,1614.2944,-92.11110000000008,2015,1.0
21401108,0,2,0,2015,2015-03-31,BKN,IND,BRK,IND,BRK,IND,1467.0745,1468.2207,-1.1462000000001353,2015,0.0
21401117,1,2,0,2015,2015-04-01,HOU,SAC,HOU,SAC,HOU,SAC,1608.865,1424.0077,184.8572999999999,2015,0.5
21401118,1,2,0,2015,2015-04-01,MIL,CHI,MIL,CHI,MIL,CHI,1453.5896,1554.4697,-100.88010000000008,2015,0.5
21401120,1,2,0,2015,2015-04-01,OKC,DAL,OKC,DAL,OKC,DAL,1616.4795,1557.1041,59.3753999999999,2015,0.5
21401126,2,2,0,2015,2015-04-02,GSW,PHX,GSW,PHO,GSW,PHO,1779.6458,1490.397,289.2488000000001,2015,1.0
21401132,0,2,0,2015,2015-04-03,MEM,OKC,MEM,OKC,MEM,OKC,1578.1235,1606.121,-27.997500000000173,2015,0.0
21401135,0,2,0,2015,2015-04-03,SAC,NOP,SAC,NOP,SAC,NOP,1422.3337,1521.0076,-98.6739,2015,0.0
21401137,1,1,0,2015,2015-04-04,CHA,PHI,CHO,PHI,CHO,PHI,1451.1337,1313.9576,137.17610000000013,2015,1.0
21401140,1,3,0,2015,2015-04-04,TOR,BOS,TOR,BOS,TOR,BOS,1529.6567,1467.6959,61.96080000000006,2015,0.3333333333333333
21401143,0,1,0,2015,2015-04-04,MIL,ORL,MIL,ORL,MIL,ORL,1474.3682,1303.9574,170.41079999999988,2015,0.0
21401145,2,2,0,2015,2015-04-04,PHX,UTA,PHO,UTA,PHO,UTA,1489.8042,1539.6965,-49.89229999999998,2015,1.0
21401147,2,3,0,2015,2015-04-05,OKC,HOU,OKC,HOU,OKC,HOU,1599.2903,1620.7844,-21.494100000000117,2015,0.6666666666666666
21401148,1,2,0,2015,2015-04-05,CLE,CHI,CLE,CHI,CLE,CHI,1670.1493,1551.4613,118.6880000000001,2015,0.5
21401156,2,3,0,2015,2015-04-07,NOP,GSW,NOP,GSW,NOP,GSW,1524.5966,1774.8202,-250.22360000000003,2015,0.6666666666666666
21401161,1,1,0,2015,2015-04-08,ORL,CHI,ORL,CHI,ORL,CHI,1321.6888,1548.8119,-227.12310000000002,2015,1.0
21401171,0,1,0,2015,2015-04-08,DAL,PHX,DAL,PHO,DAL,PHO,1549.8549,1486.1526,63.70230000000015,2015,0.0
21401175,0,1,0,2015,2015-04-10,ORL,TOR,ORL,TOR,ORL,TOR,1328.9524,1539.6512,-210.69880000000012,2015,0.0
21401181,1,1,0,2015,2015-04-10,HOU,SAS,HOU,SAS,HOU,SAS,1623.349,1736.6826,-113.33360000000016,2015,1.0
21401184,2,3,0,2015,2015-04-10,DEN,DAL,DEN,DAL,DEN,DAL,1421.3248,1552.6273,-131.3025,2015,0.6666666666666666
21401185,1,1,0,2015,2015-04-10,UTA,MEM,UTA,MEM,UTA,MEM,1546.929,1582.0204,-35.09140000000002,2015,1.0
21401187,2,3,0,2015,2015-04-11,ORL,NYK,ORL,NYK,ORL,NYK,1325.882,1242.407,83.47500000000014,2015,0.6666666666666666
21401188,0,1,0,2015,2015-04-11,MIA,TOR,MIA,TOR,MIA,TOR,1453.8867,1542.7217,-88.83500000000004,2015,0.0
21401189,1,1,0,2015,2015-04-11,CHI,PHI,CHI,PHI,CHI,PHI,1553.5645,1289.8251,263.73939999999993,2015,1.0
21401191,1,1,0,2015,2015-04-11,POR,UTA,POR,UTA,POR,UTA,1611.9924,1541.8783,70.11410000000001,2015,1.0
21401197,1,2,0,2015,2015-04-12,IND,OKC,IND,OKC,IND,OKC,1495.1185,1577.9204,-82.80189999999993,2015,0.5
21401213,1,3,0,2015,2015-04-13,LAC,DEN,LAC,DEN,LAC,DEN,1697.5142,1424.59,272.92420000000016,2015,0.3333333333333333
21401215,4,6,0,2015,2015-04-14,IND,WAS,IND,WAS,IND,WAS,1506.0291,1515.874,-9.844900000000052,2015,0.6666666666666666
21401225,2,4,0,2015,2015-04-15,CLE,WAS,CLE,WAS,CLE,WAS,1627.9393,1511.4723,116.4670000000001,2015,0.5
21401227,1,1,0,2015,2015-04-15,PHI,MIA,PHI,MIA,PHI,MIA,1280.986,1451.0632,-170.07719999999995,2015,1.0
21401229,1,1,0,2015,2015-04-15,GSW,DEN,GSW,DEN,GSW,DEN,1771.4749,1423.2339,348.241,2015,1.0
21500009,1,3,0,2016,2015-10-28,TOR,IND,TOR,IND,TOR,IND,1501.545425,1504.903475,-3.3580500000000484,2016,0.3333333333333333
21500013,0,1,0,2016,2015-10-28,OKC,SAS,OKC,SAS,OKC,SAS,1563.671375,1666.97255,-103.30117500000006,2016,0.0
21500022,1,2,0,2016,2015-10-30,ORL,OKC,ORL,OKC,ORL,OKC,1357.17448,1571.498244,-214.3237640000002,2016,0.5
21500025,0,1,0,2016,2015-10-30,DET,CHI,DET,CHI,DET,CHI,1498.408109,1587.19088,-88.78277100000014,2016,0.0
21500026,2,2,0,2016,2015-10-30,ATL,CHA,ATL,CHO,ATL,CHO,1549.123263,1421.071319,128.05194400000005,2016,1.0
21500034,1,2,0,2016,2015-10-31,WAS,NYK,WAS,NYK,WAS,NYK,1545.398308,1348.170798,197.22750999999994,2016,0.5
21500039,1,2,0,2016,2015-11-01,CHA,ATL,CHO,ATL,CHO,ATL,1419.066415,1551.128167,-132.06175200000007,2016,0.5
21500047,0,1,0,2016,2015-11-02,BKN,MIL,BRK,MIL,BRK,MIL,1447.509117,1407.863724,39.64539300000001,2016,0.0
21500050,0,2,0,2016,2015-11-02,MIN,POR,MIN,POR,MIN,POR,1359.540925,1519.859497,-160.3185719999999,2016,0.0
21500052,0,1,0,2016,2015-11-02,LAC,PHX,LAC,PHO,LAC,PHO,1660.169234,1493.576643,166.59259099999986,2016,0.0
21500056,1,1,0,2016,2015-11-03,NOP,ORL,NOP,ORL,NOP,ORL,1502.281289,1352.209222,150.07206700000006,2016,1.0
21500057,0,2,0,2016,2015-11-03,DAL,TOR,DAL,TOR,DAL,TOR,1559.574148,1528.651209,30.922938999999815,2016,0.0
21500064,0,1,0,2016,2015-11-04,HOU,ORL,HOU,ORL,HOU,ORL,1558.685948,1371.88227,186.803678,2016,0.0
21500065,1,1,0,2016,2015-11-04,MIL,PHI,MIL,PHI,MIL,PHI,1420.948598,1313.480469,107.46812899999986,2016,1.0
21500066,2,2,0,2016,2015-11-04,OKC,TOR,OKC,TOR,OKC,TOR,1576.418708,1545.378036,31.04067199999986,2016,1.0
21500069,1,1,0,2016,2015-11-04,GSW,LAC,GSW,LAC,GSW,LAC,1773.666187,1662.429475,111.23671200000013,2016,1.0
21500070,1,2,0,2016,2015-11-05,CHI,OKC,CHI,OKC,CHI,OKC,1558.417007,1565.725131,-7.308123999999907,2016,0.5
21500075,2,4,0,2016,2015-11-06,ORL,TOR,ORL,TOR,ORL,TOR,1370.039391,1556.071614,-186.03222299999993,2016,0.5
21500085,0,1,0,2016,2015-11-07,CHI,MIN,CHI,MIN,CHI,MIN,1563.739631,1343.387617,220.35201399999983,2016,0.0
21500093,0,1,0,2016,2015-11-07,LAC,HOU,LAC,HOU,LAC,HOU,1659.955479,1567.12606,92.82941899999992,2016,0.0
21500094,1,1,0,2016,2015-11-08,CLE,IND,CLE,IND,CLE,IND,1673.599094,1493.639392,179.95970199999988,2016,1.0
21500095,1,3,0,2016,2015-11-08,NYK,LAL,NYK,LAL,NYK,LAL,1351.690534,1324.895438,26.795096000000058,2016,0.3333333333333333
21500101,3,3,0,2016,2015-11-09,ATL,MIN,ATL,MIN,ATL,MIN,1583.705723,1365.988919,217.71680400000014,2016,1.0
21500102,1,1,0,2016,2015-11-09,DEN,POR,DEN,POR,DEN,POR,1438.475732,1535.457421,-96.98168899999996,2016,1.0
21500109,0,2,0,2016,2015-11-10,TOR,NYK,TOR,NYK,TOR,NYK,1532.573698,1355.425299,177.14839899999993,2016,0.0
21500113,0,2,0,2016,2015-11-11,CHA,NYK,CHO,NYK,CHO,NYK,1469.478524,1365.748263,103.73026100000016,2016,0.0
21500118,0,1,0,2016,2015-11-11,DAL,LAC,DAL,LAC,DAL,LAC,1513.310044,1650.794247,-137.48420299999998,2016,0.0
21500121,2,2,0,2016,2015-11-11,DEN,MIL,DEN,MIL,DEN,MIL,1444.730058,1423.1193,21.610758000000033,2016,1.0
21500130,2,2,0,2016,2015-11-13,NYK,CLE,NYK,CLE,NYK,CLE,1363.784286,1677.8223,-314.038014,2016,1.0
21500135,1,2,0,2016,2015-11-13,DAL,LAL,DAL,LAL,DAL,LAL,1525.158141,1315.445256,209.71288499999991,2016,0.5
21500139,1,2,0,2016,2015-11-14,WAS,ORL,WAS,ORL,WAS,ORL,1491.854948,1399.40746,92.44748800000002,2016,0.5
21500141,3,4,0,2016,2015-11-14,MIL,CLE,MIL,CLE,MIL,CLE,1420.674888,1680.804047,-260.1291590000001,2016,0.75
21500144,1,2,0,2016,2015-11-14,GSW,BKN,GSW,BRK,GSW,BRK,1793.837115,1425.25127,368.58584500000006,2016,0.5
21500150,1,1,0,2016,2015-11-15,SAC,TOR,SAC,TOR,SAC,TOR,1415.983534,1538.564713,-122.58117900000002,2016,1.0
21500152,0,1,0,2016,2015-11-16,PHI,DAL,PHI,DAL,PHI,DAL,1279.383824,1544.492468,-265.1086439999999,2016,0.0
21500153,1,1,0,2016,2015-11-16,CHI,IND,CHI,IND,CHI,IND,1554.349954,1515.734705,38.61524899999995,2016,1.0
21500155,0,2,0,2016,2015-11-16,MEM,OKC,MEM,OKC,MEM,OKC,1555.839645,1569.353411,-13.513766000000032,2016,0.0
21500159,0,1,0,2016,2015-11-17,BKN,ATL,BRK,ATL,BRK,ATL,1424.417517,1547.895889,-123.47837199999981,2016,0.0
21500162,0,1,0,2016,2015-11-17,NYK,CHA,NYK,CHO,NYK,CHO,1370.128515,1477.768192,-107.63967699999989,2016,0.0
21500164,0,1,0,2016,2015-11-17,GSW,TOR,GSW,TOR,GSW,TOR,1794.670869,1530.178617,264.492252,2016,0.0
21500165,1,2,0,2016,2015-11-18,CHA,BKN,CHO,BRK,CHO,BRK,1468.432211,1429.674138,38.75807299999997,2016,0.5
21500166,0,1,0,2016,2015-11-18,ORL,MIN,ORL,MIN,ORL,MIN,1395.218924,1390.369246,4.84967800000004,2016,0.0
21500168,1,1,0,2016,2015-11-18,BOS,DAL,BOS,DAL,BOS,DAL,1561.33325,1548.301104,13.032146000000012,2016,1.0
21500170,2,2,0,2016,2015-11-18,HOU,POR,HOU,POR,HOU,POR,1512.930982,1504.440773,8.49020900000005,2016,1.0
21500173,0,1,0,2016,2015-11-18,UTA,TOR,UTA,TOR,UTA,TOR,1553.66667,1528.987845,24.67882499999996,2016,0.0
21500177,1,2,0,2016,2015-11-19,LAC,GSW,LAC,GSW,LAC,GSW,1625.848222,1795.861641,-170.01341899999989,2016,0.5
21500192,0,1,0,2016,2015-11-21,DET,WAS,DET,WAS,DET,WAS,1511.319038,1506.49558,4.823458000000073,2016,0.0
21500199,1,1,0,2016,2015-11-22,OKC,DAL,OKC,DAL,OKC,DAL,1553.826589,1563.927717,-10.101128000000017,2016,1.0
21500206,2,2,0,2016,2015-11-23,MIN,PHI,MIN,PHI,MIN,PHI,1376.901926,1258.286092,118.61583399999995,2016,1.0
21500213,2,2,0,2016,2015-11-24,POR,CHI,POR,CHI,POR,CHI,1520.534814,1563.585846,-43.05103199999985,2016,1.0
21500240,2,3,0,2016,2015-11-28,CLE,BKN,CLE,BRK,CLE,BRK,1669.782462,1427.270137,242.51232499999992,2016,0.6666666666666666
21500248,0,1,0,2016,2015-11-29,BKN,DET,BRK,DET,BRK,DET,1426.343134,1493.893708,-67.5505740000001,2016,0.0
21500250,0,1,0,2016,2015-11-29,TOR,PHX,TOR,PHO,TOR,PHO,1563.200925,1482.616981,80.5839440000002,2016,0.0
21500252,1,6,0,2016,2015-11-29,NYK,HOU,NYK,HOU,NYK,HOU,1375.269159,1488.155324,-112.88616500000012,2016,0.16666666666666666
21500255,1,2,0,2016,2015-11-30,MIA,BOS,MIA,BOS,MIA,BOS,1499.70731,1529.54028,-29.832969999999932,2016,0.5
21500256,1,2,0,2016,2015-11-30,ATL,OKC,ATL,OKC,ATL,OKC,1560.640414,1591.385579,-30.745165000000043,2016,0.5
21500257,4,4,0,2016,2015-11-30,CHI,SAS,CHI,SAS,CHI,SAS,1563.76449,1697.120408,-133.35591799999997,2016,1.0
21500264,1,1,0,2016,2015-12-01,BKN,PHX,BRK,PHO,BRK,PHO,1431.933416,1494.770622,-62.837205999999924,2016,1.0
21500265,1,1,0,2016,2015-12-01,MIN,ORL,MIN,ORL,MIN,ORL,1401.942983,1425.031383,-23.088400000000092,2016,1.0
21500267,0,1,0,2016,2015-12-01,POR,DAL,POR,DAL,POR,DAL,1508.482907,1538.908897,-30.425989999999956,2016,0.0
21500269,0,1,0,2016,2015-12-02,WAS,LAL,WAS,LAL,WAS,LAL,1493.780407,1292.215886,201.564521,2016,0.0
21500270,2,3,0,2016,2015-12-02,DET,PHX,DET,PHO,DET,PHO,1495.858018,1489.919937,5.938081000000011,2016,0.6666666666666666
21500277,2,3,0,2016,2015-12-03,MIA,OKC,MIA,OKC,MIA,OKC,1486.521872,1585.500204,-98.97833199999991,2016,0.6666666666666666
21500287,1,1,0,2016,2015-12-04,DAL,HOU,DAL,HOU,DAL,HOU,1545.998933,1492.08357,53.91536300000007,2016,1.0
21500288,0,1,0,2016,2015-12-04,NOP,CLE,NOP,CLE,NOP,CLE,1447.217535,1644.557059,-197.33952399999998,2016,0.0
21500296,2,4,0,2016,2015-12-05,SAS,BOS,SAS,BOS,SAS,BOS,1708.857974,1552.18116,156.67681399999992,2016,0.5
21500297,1,3,0,2016,2015-12-05,UTA,IND,UTA,IND,UTA,IND,1530.693419,1572.569367,-41.87594800000011,2016,0.3333333333333333
21500299,0,2,0,2016,2015-12-06,MEM,PHX,MEM,PHO,MEM,PHO,1558.298073,1481.529536,76.76853699999992,2016,0.0
21500306,0,1,0,2016,2015-12-07,MIA,WAS,MIA,WAS,MIA,WAS,1506.971763,1469.68358,37.28818300000012,2016,0.0
21500310,2,2,0,2016,2015-12-07,MIL,POR,MIL,POR,MIL,POR,1405.933758,1519.51232,-113.57856200000015,2016,1.0
21500311,1,1,0,2016,2015-12-07,MIN,LAC,MIN,LAC,MIN,LAC,1387.44837,1582.168667,-194.72029699999985,2016,1.0
21500315,2,4,0,2016,2015-12-08,BKN,HOU,BRK,HOU,BRK,HOU,1420.675774,1506.221624,-85.54584999999997,2016,0.5
21500321,1,1,0,2016,2015-12-09,WAS,HOU,WAS,HOU,WAS,HOU,1486.702043,1499.553952,-12.851908999999978,2016,1.0
21500322,0,1,0,2016,2015-12-09,DET,MEM,DET,MEM,DET,MEM,1496.410759,1527.324297,-30.91353799999979,2016,0.0
21500325,0,1,0,2016,2015-12-09,MIN,LAL,MIN,LAL,MIN,LAL,1383.133663,1298.341316,84.79234700000006,2016,0.0
21500326,0,3,0,2016,2015-12-09,PHX,ORL,PHO,ORL,PHO,ORL,1487.61737,1463.164702,24.452667999999903,2016,0.0
21500328,1,2,0,2016,2015-12-09,DAL,ATL,DAL,ATL,DAL,ATL,1555.858035,1553.742937,2.115097999999989,2016,0.5
21500332,1,1,0,2016,2015-12-10,SAC,NYK,SAC,NYK,SAC,NYK,1430.018561,1365.828794,64.18976700000007,2016,1.0
21500339,1,2,0,2016,2015-12-11,NOP,WAS,NOP,WAS,NOP,WAS,1442.243585,1476.347471,-34.1038860000001,2016,0.5
21500340,2,4,0,2016,2015-12-11,DEN,MIN,DEN,MIN,DEN,MIN,1411.716294,1384.940767,26.77552700000001,2016,0.5
21500341,0,1,0,2016,2015-12-11,UTA,OKC,UTA,OKC,UTA,OKC,1530.861162,1621.980341,-91.11917900000003,2016,0.0
21500344,1,1,0,2016,2015-12-12,BKN,LAC,BRK,LAC,BRK,LAC,1429.988814,1591.424008,-161.4351939999999,2016,1.0
21500345,1,2,0,2016,2015-12-12,CHA,BOS,CHO,BOS,CHO,BOS,1544.026359,1567.018875,-22.992516000000023,2016,0.5
21500348,1,3,0,2016,2015-12-12,CHI,NOP,CHI,NOP,CHI,NOP,1551.296782,1445.973234,105.32354799999985,2016,0.3333333333333333
21500356,1,3,0,2016,2015-12-13,OKC,UTA,OKC,UTA,OKC,UTA,1628.512742,1524.328761,104.1839809999999,2016,0.3333333333333333
21500359,4,4,0,2016,2015-12-14,DET,LAC,DET,LAC,DET,LAC,1513.278133,1596.957834,-83.67970100000002,2016,1.0
21500374,1,3,0,2016,2015-12-16,DET,BOS,DET,BOS,DET,BOS,1508.152545,1562.944965,-54.79241999999999,2016,0.3333333333333333
21500383,0,4,0,2016,2015-12-17,CHA,TOR,CHO,TOR,CHO,TOR,1522.85871,1558.232275,-35.3735650000001,2016,0.0
21500391,2,7,0,2016,2015-12-18,CHI,DET,CHI,DET,CHI,DET,1562.435909,1512.849915,49.58599400000003,2016,0.2857142857142857
21500392,1,2,0,2016,2015-12-18,MIN,SAC,MIN,SAC,MIN,SAC,1359.483413,1441.836413,-82.35300000000007,2016,0.5
21500395,1,1,0,2016,2015-12-18,UTA,DEN,UTA,DEN,UTA,DEN,1497.482747,1436.83983,60.642917000000125,2016,1.0
21500397,2,2,0,2016,2015-12-18,GSW,MIL,GSW,MIL,GSW,MIL,1811.30933,1407.885989,403.42334099999994,2016,1.0
21500399,1,1,0,2016,2015-12-19,WAS,CHA,WAS,CHO,WAS,CHO,1470.423448,1530.911526,-60.48807800000009,2016,1.0
21500407,1,1,0,2016,2015-12-20,ORL,ATL,ORL,ATL,ORL,ATL,1483.624278,1537.120949,-53.496671000000106,2016,1.0
21500415,0,1,0,2016,2015-12-21,HOU,CHA,HOU,CHO,HOU,CHO,1519.086755,1523.107023,-4.020267999999987,2016,0.0
21500418,0,3,0,2016,2015-12-21,LAC,OKC,LAC,OKC,LAC,OKC,1591.877335,1636.169843,-44.292508,2016,0.0
21500420,2,2,0,2016,2015-12-22,MIA,DET,MIA,DET,MIA,DET,1496.568186,1521.777407,-25.20922100000007,2016,1.0
21500422,1,1,0,2016,2015-12-22,DEN,LAL,DEN,LAL,DEN,LAL,1422.646613,1293.499843,129.14676999999983,2016,1.0
21500425,0,2,0,2016,2015-12-23,IND,SAC,IND,SAC,IND,SAC,1563.218046,1448.244655,114.97339099999999,2016,0.0
21500426,0,2,0,2016,2015-12-23,ORL,HOU,ORL,HOU,ORL,HOU,1487.053752,1524.794578,-37.74082599999997,2016,0.0
21500428,1,1,0,2016,2015-12-23,BKN,DAL,BRK,DAL,BRK,DAL,1381.996703,1533.407646,-151.4109430000001,2016,1.0
21500438,0,1,0,2016,2015-12-25,GSW,CLE,GSW,CLE,GSW,CLE,1814.13311,1659.997527,154.135583,2016,0.0
21500439,0,1,0,2016,2015-12-25,HOU,SAS,HOU,SAS,HOU,SAS,1520.413407,1747.610519,-227.19711200000006,2016,0.0
21500443,1,1,0,2016,2015-12-26,CHA,MEM,CHO,MEM,CHO,MEM,1501.879536,1506.901263,-5.021727000000055,2016,1.0
21500444,0,1,0,2016,2015-12-26,ORL,MIA,ORL,MIA,ORL,MIA,1491.434924,1496.124556,-4.689632000000074,2016,0.0
21500445,1,2,0,2016,2015-12-26,NOP,HOU,NOP,HOU,NOP,HOU,1469.179242,1529.922593,-60.743351000000075,2016,0.5
