attendance,away,away_score,away_team,date,gid,home,home_score,home_team,national_tv,playoff,season,beta,delta,home_IC,home_INC,away_IC,away_INC,n_plays,whos_favored,spread,id_spread,home_fav,home_covered,score_diff,period,nwg,ar,nwg_direction,spread_signed,cover_check,id_spread_match,score_home_match,score_away_match
16069,DET,100,Pistons,2017-11-19,21700238,MIN,97,Timberwolves,no,0,2018,0,0,0,0,0,0,17,home,6.0,0.0,True,0.0,-3.0,Pre-COVID,0,,NWG = 0,-6.0,0.0,True,True,True
20302,BOS,110,Celtics,2017-11-20,21700249,DAL,102,Mavericks,no,0,2018,0,3,1,0,0,2,37,away,7.0,1.0,False,0.0,-8.0,Pre-COVID,-3,0.0,NWG < 0,7.0,0.0,True,True,True
17239,IND,105,Pacers,2017-11-20,21700243,ORL,97,Magic,NBA TV,0,2018,0,0,0,0,0,0,17,home,3.5,0.0,True,0.0,-8.0,Pre-COVID,0,,NWG = 0,-3.5,0.0,True,True,True
18997,CHI,94,Bulls,2017-11-21,21700252,LAL,103,Lakers,NBA TV,0,2018,0,1,0,0,0,1,20,home,5.5,1.0,True,1.0,9.0,Pre-COVID,-1,0.0,NWG < 0,-5.5,1.0,True,True,True
16101,DAL,95,Mavericks,2017-11-22,21700260,MEM,94,Grizzlies,no,0,2018,0,0,0,0,0,0,13,home,6.0,0.0,True,0.0,-1.0,Pre-COVID,0,,NWG = 0,-6.0,0.0,True,True,True
16270,MIL,113,Bucks,2017-11-22,21700264,PHX,107,Suns,no,0,2018,2,0,0,2,0,0,36,away,2.0,1.0,False,0.0,-6.0,Pre-COVID,2,1.0,NWG > 0,2.0,0.0,True,True,True
16041,WAS,124,Wizards,2017-11-22,21700253,CHA,129,Hornets,no,0,2018,0,1,0,0,0,2,28,home,3.0,1.0,True,1.0,5.0,Pre-COVID,-1,0.0,NWG < 0,-3.0,1.0,True,True,True
20562,CHA,99,Hornets,2017-11-24,21700270,CLE,100,Cavaliers,NBA TV,0,2018,0,0,0,0,0,0,18,home,5.5,0.0,True,0.0,1.0,Pre-COVID,0,,NWG = 0,-5.5,0.0,True,True,True
18203,DET,99,Pistons,2017-11-24,21700273,OKC,98,Thunder,no,0,2018,0,2,0,0,0,2,21,home,8.5,0.0,True,0.0,-1.0,Pre-COVID,-2,0.0,NWG < 0,-8.5,0.0,True,True,True
15246,POR,127,Trail Blazers,2017-11-24,21700267,BKN,125,Nets,no,0,2018,2,2,0,2,0,2,33,away,4.5,0.0,False,1.0,-2.0,Pre-COVID,0,0.5,NWG = 0,4.5,1.0,True,True,True
16523,TOR,104,Raptors,2017-11-24,21700271,IND,107,Pacers,no,0,2018,2,0,0,2,0,1,21,away,2.0,0.0,False,1.0,3.0,Pre-COVID,2,1.0,NWG > 0,2.0,1.0,True,True,True
17583,LAC,97,Clippers,2017-11-25,21700286,SAC,95,Kings,no,0,2018,0,0,0,0,0,0,17,away,4.5,0.0,False,1.0,-2.0,Pre-COVID,0,,NWG = 0,4.5,1.0,True,True,True
18092,POR,108,Trail Blazers,2017-11-25,21700279,WAS,105,Wizards,no,0,2018,0,1,0,0,0,1,20,home,4.5,0.0,True,0.0,-3.0,Pre-COVID,-1,0.0,NWG < 0,-4.5,0.0,True,True,True
18086,LAL,115,Lakers,2017-11-27,21700297,LAC,120,Clippers,no,0,2018,0,0,0,0,0,0,16,home,4.5,1.0,True,1.0,5.0,Pre-COVID,0,,NWG = 0,-4.5,1.0,True,True,True
19596,SAC,110,Kings,2017-11-27,21700296,GSW,106,Warriors,no,0,2018,0,0,0,0,0,0,19,home,12.5,0.0,True,0.0,-4.0,Pre-COVID,0,,NWG = 0,-12.5,0.0,True,True,True
18324,PHX,104,Suns,2017-11-28,21700299,CHI,99,Bulls,no,0,2018,0,2,0,0,0,2,25,home,0.0,0.0,True,0.0,-5.0,Pre-COVID,-2,0.0,NWG < 0,-0.0,0.0,True,True,True
13442,WAS,92,Wizards,2017-11-28,21700300,MIN,89,Timberwolves,no,0,2018,1,2,0,1,0,2,24,home,5.0,0.0,True,0.0,-3.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-5.0,0.0,True,True,True
19327,BKN,109,Nets,2017-11-29,21700310,DAL,104,Mavericks,no,0,2018,1,1,0,1,1,1,23,home,5.5,0.0,True,0.0,-5.0,Pre-COVID,0,0.5,NWG = 0,-5.5,0.0,True,True,True
18997,GSW,127,Warriors,2017-11-29,21700312,LAL,123,Lakers,NBA TV,0,2018,1,0,0,1,0,0,37,away,13.5,0.0,False,1.0,-4.0,Pre-COVID,1,1.0,NWG > 0,13.5,1.0,True,True,True
20492,WAS,113,Wizards,2017-11-29,21700305,PHI,118,76ers,NBA TV,0,2018,1,1,1,1,0,0,21,home,7.0,0.0,True,0.0,5.0,Pre-COVID,0,0.5,NWG = 0,-7.0,0.0,True,True,True
15156,CHI,110,Bulls,2017-11-30,21700315,DEN,111,Nuggets,no,0,2018,0,1,0,0,0,1,15,home,10.0,0.0,True,0.0,1.0,Pre-COVID,-1,0.0,NWG < 0,-10.0,0.0,True,True,True
16379,CLE,121,Cavaliers,2017-11-30,21700313,ATL,114,Hawks,no,0,2018,0,1,0,0,0,1,15,away,7.5,0.0,False,1.0,-7.0,Pre-COVID,-1,0.0,NWG < 0,7.5,1.0,True,True,True
19600,CHA,100,Hornets,2017-12-01,21700321,MIA,105,Heat,no,0,2018,0,0,0,0,0,0,19,home,2.0,1.0,True,1.0,5.0,Pre-COVID,0,,NWG = 0,-2.0,1.0,True,True,True
18203,MIN,107,Timberwolves,2017-12-01,21700324,OKC,111,Thunder,NBA TV,0,2018,0,0,0,0,0,0,20,home,5.5,0.0,True,0.0,4.0,Pre-COVID,0,,NWG = 0,-5.5,0.0,True,True,True
17725,NOP,108,Pelicans,2017-12-01,21700325,UTA,114,Jazz,no,0,2018,1,0,0,0,1,0,14,away,3.5,0.0,False,1.0,6.0,Pre-COVID,1,1.0,NWG > 0,3.5,1.0,True,True,True
19268,SAC,107,Kings,2017-12-01,21700322,CHI,106,Bulls,no,0,2018,0,1,0,0,0,1,15,away,1.0,2.0,False,,-1.0,Pre-COVID,-1,0.0,NWG < 0,1.0,0.0,False,True,True
20562,DET,103,Pistons,2017-12-02,21700330,PHI,108,76ers,no,0,2018,0,0,0,0,0,0,12,home,4.0,1.0,True,1.0,5.0,Pre-COVID,0,,NWG = 0,-4.0,1.0,True,True,True
20562,MEM,111,Grizzlies,2017-12-02,21700329,CLE,116,Cavaliers,no,0,2018,0,0,0,0,0,0,15,home,11.5,0.0,True,0.0,5.0,Pre-COVID,0,,NWG = 0,-11.5,0.0,True,True,True
18624,PHX,111,Suns,2017-12-02,21700326,BOS,116,Celtics,no,0,2018,0,1,0,0,0,1,17,home,12.0,0.0,True,0.0,5.0,Pre-COVID,-1,0.0,NWG < 0,-12.0,0.0,True,True,True
15581,SAC,104,Kings,2017-12-02,21700331,MIL,109,Bucks,no,0,2018,0,0,0,0,0,0,14,home,13.0,0.0,True,0.0,5.0,Pre-COVID,0,,NWG = 0,-13.0,0.0,True,True,True
13172,LAC,106,Clippers,2017-12-03,21700336,MIN,112,Timberwolves,no,0,2018,0,0,0,0,0,0,12,home,12.0,0.0,True,0.0,6.0,Pre-COVID,0,,NWG = 0,-12.0,0.0,True,True,True
19082,ORL,105,Magic,2017-12-03,21700334,NYK,100,Knicks,no,0,2018,1,0,0,1,0,0,19,away,2.5,1.0,False,0.0,-5.0,Pre-COVID,1,1.0,NWG > 0,2.5,0.0,True,True,True
18203,SAS,87,Spurs,2017-12-03,21700337,OKC,90,Thunder,NBA TV,0,2018,0,1,0,0,0,1,16,home,8.5,0.0,True,0.0,3.0,Pre-COVID,-1,0.0,NWG < 0,-8.5,0.0,True,True,True
18288,DET,93,Pistons,2017-12-04,21700348,SAS,96,Spurs,no,0,2018,0,0,0,0,0,0,24,home,4.0,0.0,True,0.0,3.0,Pre-COVID,0,,NWG = 0,-4.0,0.0,True,True,True
14012,MIN,92,Timberwolves,2017-12-04,21700345,MEM,95,Grizzlies,no,0,2018,1,0,0,1,0,0,19,away,2.5,0.0,False,1.0,3.0,Pre-COVID,1,1.0,NWG > 0,2.5,1.0,True,True,True
18203,UTA,94,Jazz,2017-12-05,21700351,OKC,100,Thunder,no,0,2018,1,0,0,1,0,0,20,home,8.5,0.0,True,0.0,6.0,Pre-COVID,1,1.0,NWG > 0,-8.5,0.0,True,True,True
16167,ATL,106,Hawks,2017-12-06,21700355,ORL,110,Magic,no,0,2018,1,0,0,1,0,0,40,home,6.0,0.0,True,0.0,4.0,Pre-COVID,1,1.0,NWG > 0,-6.0,0.0,True,True,True
13013,CHI,96,Bulls,2017-12-06,21700354,IND,98,Pacers,no,0,2018,0,1,0,0,0,1,23,home,10.0,0.0,True,0.0,2.0,Pre-COVID,-1,0.0,NWG < 0,-10.0,0.0,True,True,True
15841,DET,100,Pistons,2017-12-06,21700359,MIL,104,Bucks,no,0,2018,0,0,0,0,0,0,24,home,4.5,0.0,True,0.0,4.0,Pre-COVID,0,,NWG = 0,-4.5,0.0,True,True,True
20562,SAC,95,Kings,2017-12-06,21700353,CLE,101,Cavaliers,no,0,2018,1,0,0,1,0,0,24,home,12.5,0.0,True,0.0,6.0,Pre-COVID,1,1.0,NWG > 0,-12.5,0.0,True,True,True
20495,LAL,107,Lakers,2017-12-07,21700363,PHI,104,76ers,TNT,0,2018,0,0,0,0,0,0,14,home,9.0,0.0,True,0.0,-3.0,Pre-COVID,0,,NWG = 0,-9.0,0.0,True,True,True
20562,OKC,95,Thunder,2017-12-07,21700365,BKN,100,Nets,no,0,2018,0,0,0,0,0,0,22,away,7.0,0.0,False,1.0,5.0,Pre-COVID,0,,NWG = 0,7.0,1.0,True,True,True
18418,BOS,102,Celtics,2017-12-08,21700374,SAS,105,Spurs,ESPN,0,2018,0,1,0,0,0,1,13,home,2.5,1.0,True,1.0,3.0,Pre-COVID,-1,0.0,NWG < 0,-2.5,1.0,True,True,True
14077,CHI,119,Bulls,2017-12-08,21700367,CHA,111,Hornets,no,0,2018,1,2,0,1,0,2,46,home,9.5,0.0,True,0.0,-8.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-9.5,0.0,True,True,True
17032,CLE,102,Cavaliers,2017-12-08,21700369,IND,106,Pacers,no,0,2018,0,0,0,0,0,0,17,away,3.0,0.0,False,1.0,4.0,Pre-COVID,0,,NWG = 0,3.0,1.0,True,True,True
15889,DAL,102,Mavericks,2017-12-08,21700372,MIL,109,Bucks,no,0,2018,0,0,0,0,0,0,18,home,6.5,1.0,True,1.0,7.0,Pre-COVID,0,,NWG = 0,-6.5,1.0,True,True,True
20491,GSW,102,Warriors,2017-12-08,21700368,DET,98,Pistons,ESPN,0,2018,0,0,0,0,0,0,31,away,5.5,0.0,False,1.0,-4.0,Pre-COVID,0,,NWG = 0,5.5,1.0,True,True,True
15019,SAC,116,Kings,2017-12-08,21700373,NOP,109,Pelicans,no,0,2018,1,0,0,1,0,0,41,home,9.5,0.0,True,0.0,-7.0,Pre-COVID,1,1.0,NWG > 0,-9.5,0.0,True,True,True
19503,HOU,124,Rockets,2017-12-09,21700384,POR,117,Trail Blazers,no,0,2018,1,0,0,1,0,0,17,away,8.5,0.0,False,1.0,-7.0,Pre-COVID,1,1.0,NWG > 0,8.5,1.0,True,True,True
20149,NYK,102,Knicks,2017-12-09,21700380,CHI,104,Bulls,no,0,2018,1,2,0,0,1,2,18,away,3.5,0.0,False,1.0,2.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,3.5,1.0,True,True,True
17794,OKC,102,Thunder,2017-12-09,21700382,MEM,101,Grizzlies,no,0,2018,3,1,0,2,1,1,34,away,5.5,0.0,False,1.0,-1.0,Pre-COVID,2,0.75,NWG > 0,5.5,1.0,True,True,True
12719,ORL,110,Magic,2017-12-09,21700378,ATL,117,Hawks,no,0,2018,0,0,0,0,0,0,12,home,5.5,1.0,True,1.0,7.0,Pre-COVID,0,,NWG = 0,-5.5,1.0,True,True,True
20562,PHI,98,76ers,2017-12-09,21700379,CLE,105,Cavaliers,no,0,2018,0,0,0,0,0,0,12,home,5.5,1.0,True,1.0,7.0,Pre-COVID,0,,NWG = 0,-5.5,1.0,True,True,True
16575,SAS,104,Spurs,2017-12-09,21700383,PHX,101,Suns,no,0,2018,0,2,0,0,0,2,18,away,5.0,0.0,False,1.0,-3.0,Pre-COVID,-2,0.0,NWG < 0,5.0,1.0,True,True,True
15739,WAS,112,Wizards,2017-12-09,21700375,LAC,113,Clippers,no,0,2018,0,0,0,0,0,1,21,away,2.0,0.0,False,1.0,1.0,Pre-COVID,0,,NWG = 0,2.0,1.0,True,True,True
19189,ATL,107,Hawks,2017-12-10,21700390,NYK,111,Knicks,no,0,2018,1,1,1,1,0,0,19,home,5.5,0.0,True,0.0,4.0,Pre-COVID,0,0.5,NWG = 0,-5.5,0.0,True,True,True
13094,DAL,92,Mavericks,2017-12-10,21700388,MIN,97,Timberwolves,no,0,2018,0,1,0,0,0,1,19,home,8.0,0.0,True,0.0,5.0,Pre-COVID,-1,0.0,NWG < 0,-8.0,0.0,True,True,True
14587,DEN,116,Nuggets,2017-12-10,21700387,IND,126,Pacers,no,0,2018,0,0,0,0,0,0,17,home,5.0,1.0,True,1.0,10.0,Pre-COVID,0,,NWG = 0,-5.0,1.0,True,True,True
18055,NOP,123,Pelicans,2017-12-11,21700392,HOU,130,Rockets,NBA TV,0,2018,2,0,0,2,0,1,19,home,14.0,0.0,True,0.0,7.0,Pre-COVID,2,1.0,NWG > 0,-14.0,0.0,True,True,True
16658,TOR,91,Raptors,2017-12-11,21700396,LAC,96,Clippers,NBA TV,0,2018,0,0,0,0,0,0,20,away,6.0,0.0,False,1.0,5.0,Pre-COVID,0,,NWG = 0,6.0,1.0,True,True,True
19359,LAL,109,Lakers,2017-12-12,21700399,NYK,113,Knicks,ESPN,0,2018,0,1,0,0,0,1,36,home,2.5,1.0,True,1.0,4.0,Pre-COVID,-1,0.0,NWG < 0,-2.5,1.0,True,True,True
14659,PHI,118,76ers,2017-12-12,21700401,MIN,112,Timberwolves,ESPN,0,2018,1,0,0,1,0,0,17,home,4.5,0.0,True,0.0,-6.0,Pre-COVID,1,1.0,NWG > 0,-4.5,0.0,True,True,True
14515,WAS,98,Wizards,2017-12-12,21700400,BKN,103,Nets,no,0,2018,0,3,0,0,0,3,20,away,3.0,0.0,False,1.0,5.0,Pre-COVID,-3,0.0,NWG < 0,3.0,1.0,True,True,True
17923,OKC,100,Thunder,2017-12-13,21700404,IND,95,Pacers,ESPN,0,2018,1,1,0,1,0,1,23,away,1.5,1.0,False,0.0,-5.0,Pre-COVID,0,0.5,NWG = 0,1.5,0.0,True,True,True
19600,POR,102,Trail Blazers,2017-12-13,21700408,MIA,95,Heat,no,0,2018,1,0,0,1,0,0,14,home,2.5,0.0,True,0.0,-7.0,Pre-COVID,1,1.0,NWG > 0,-2.5,0.0,True,True,True
15517,TOR,115,Raptors,2017-12-13,21700411,PHX,109,Suns,no,0,2018,1,1,0,1,0,1,20,away,12.0,0.0,False,1.0,-6.0,Pre-COVID,0,0.5,NWG = 0,12.0,1.0,True,True,True
18102,UTA,100,Jazz,2017-12-13,21700409,CHI,103,Bulls,no,0,2018,0,0,0,0,0,0,25,away,5.5,0.0,False,1.0,3.0,Pre-COVID,0,,NWG = 0,5.5,1.0,True,True,True
15803,ATL,94,Hawks,2017-12-15,21700425,MEM,96,Grizzlies,no,0,2018,2,0,0,2,0,1,20,home,6.5,0.0,True,0.0,2.0,Pre-COVID,2,1.0,NWG > 0,-6.5,0.0,True,True,True
16921,CHI,115,Bulls,2017-12-15,21700426,MIL,109,Bucks,no,0,2018,0,0,0,0,0,0,15,home,8.5,0.0,True,0.0,-6.0,Pre-COVID,0,,NWG = 0,-8.5,0.0,True,True,True
14687,DET,104,Pistons,2017-12-15,21700419,IND,98,Pacers,no,0,2018,1,0,0,1,0,0,22,home,5.5,0.0,True,0.0,-6.0,Pre-COVID,1,1.0,NWG > 0,-5.5,0.0,True,True,True
15565,MIA,104,Heat,2017-12-15,21700418,CHA,98,Hornets,no,0,2018,0,0,0,0,0,0,18,home,5.0,0.0,True,0.0,-6.0,Pre-COVID,0,,NWG = 0,-5.0,0.0,True,True,True
17584,NOP,111,Pelicans,2017-12-15,21700427,DEN,117,Nuggets,no,0,2018,1,2,0,1,0,2,40,home,1.5,1.0,True,1.0,6.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-1.5,1.0,True,True,True
20612,OKC,119,Thunder,2017-12-15,21700421,PHI,117,76ers,ESPN,0,2018,4,1,0,4,0,1,61,home,1.5,0.0,True,0.0,-2.0,Pre-COVID,3,0.8,NWG > 0,-1.5,0.0,True,True,True
18418,DAL,96,Mavericks,2017-12-16,21700435,SAS,98,Spurs,no,0,2018,2,0,0,2,0,1,17,home,6.0,0.0,True,0.0,2.0,Pre-COVID,2,1.0,NWG > 0,-6.0,0.0,True,True,True
19600,LAC,85,Clippers,2017-12-16,21700432,MIA,90,Heat,no,0,2018,1,0,0,1,0,0,22,home,6.5,0.0,True,0.0,5.0,Pre-COVID,1,1.0,NWG > 0,-6.5,0.0,True,True,True
18055,MIL,111,Bucks,2017-12-16,21700433,HOU,115,Rockets,no,0,2018,0,0,0,0,0,1,20,home,10.5,0.0,True,0.0,4.0,Pre-COVID,0,,NWG = 0,-10.5,0.0,True,True,True
18109,PHX,108,Suns,2017-12-16,21700434,MIN,106,Timberwolves,no,0,2018,0,0,0,0,0,0,25,home,12.0,0.0,True,0.0,-2.0,Pre-COVID,0,,NWG = 0,-12.0,0.0,True,True,True
16687,POR,93,Trail Blazers,2017-12-16,21700429,CHA,91,Hornets,no,0,2018,1,1,0,1,0,1,26,home,3.5,0.0,True,0.0,-2.0,Pre-COVID,0,0.5,NWG = 0,-3.5,0.0,True,True,True
16055,BOS,112,Celtics,2017-12-18,21700442,IND,111,Pacers,NBA TV,0,2018,0,0,0,0,0,0,19,away,2.5,0.0,False,1.0,-1.0,Pre-COVID,0,,NWG = 0,2.5,1.0,True,True,True
18203,DEN,94,Nuggets,2017-12-18,21700447,OKC,95,Thunder,no,0,2018,1,0,0,1,0,0,13,home,5.0,0.0,True,0.0,1.0,Pre-COVID,1,1.0,NWG > 0,-5.0,0.0,True,True,True
18997,GSW,116,Warriors,2017-12-18,21700450,LAL,114,Lakers,NBA TV,0,2018,0,0,0,0,0,0,25,away,5.5,0.0,False,1.0,-2.0,Pre-COVID,0,,NWG = 0,5.5,1.0,True,True,True
14227,MIA,104,Heat,2017-12-18,21700443,ATL,110,Hawks,no,0,2018,1,2,2,1,0,0,18,home,1.5,1.0,True,1.0,6.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-1.5,1.0,True,True,True
20796,PHI,115,76ers,2017-12-18,21700444,CHI,117,Bulls,no,0,2018,1,1,1,1,0,0,12,away,2.0,0.0,False,1.0,2.0,Pre-COVID,0,0.5,NWG = 0,2.0,1.0,True,True,True
19245,PHX,97,Suns,2017-12-18,21700448,DAL,91,Mavericks,no,0,2018,1,0,0,1,0,0,24,home,7.5,0.0,True,0.0,-6.0,Pre-COVID,1,1.0,NWG > 0,-7.5,0.0,True,True,True
14187,POR,107,Trail Blazers,2017-12-18,21700446,MIN,108,Timberwolves,no,0,2018,0,0,0,0,0,0,17,home,4.0,0.0,True,0.0,1.0,Pre-COVID,0,,NWG = 0,-4.0,0.0,True,True,True
18717,CLE,116,Cavaliers,2017-12-19,21700453,MIL,119,Bucks,NBA TV,0,2018,0,2,0,0,0,2,19,away,1.0,0.0,False,1.0,3.0,Pre-COVID,-2,0.0,NWG < 0,1.0,1.0,True,True,True
18624,MIA,90,Heat,2017-12-20,21700456,BOS,89,Celtics,no,0,2018,0,0,0,0,0,0,18,home,9.0,0.0,True,0.0,-1.0,Pre-COVID,0,,NWG = 0,-9.0,0.0,True,True,True
17002,MIN,112,Timberwolves,2017-12-20,21700462,DEN,104,Nuggets,no,0,2018,0,0,0,0,0,0,17,home,0.0,0.0,True,0.0,-8.0,Pre-COVID,0,,NWG = 0,-0.0,0.0,True,True,True
13179,SAC,104,Kings,2017-12-20,21700457,BKN,99,Nets,no,0,2018,1,2,0,1,0,2,29,home,5.5,0.0,True,0.0,-5.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-5.5,0.0,True,True,True
19393,SAS,93,Spurs,2017-12-20,21700463,POR,91,Trail Blazers,no,0,2018,1,0,0,1,1,0,23,home,3.0,0.0,True,0.0,-2.0,Pre-COVID,1,1.0,NWG > 0,-3.0,0.0,True,True,True
20562,CHI,112,Bulls,2017-12-21,21700466,CLE,115,Cavaliers,no,0,2018,0,0,0,0,0,0,18,home,10.0,0.0,True,0.0,3.0,Pre-COVID,0,,NWG = 0,-10.0,0.0,True,True,True
16339,MEM,95,Grizzlies,2017-12-21,21700469,PHX,97,Suns,no,0,2018,1,2,0,1,0,2,18,away,3.5,0.0,False,1.0,2.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,3.5,1.0,True,True,True
20680,TOR,114,Raptors,2017-12-21,21700467,PHI,109,76ers,no,0,2018,2,0,0,2,0,1,21,away,4.0,1.0,False,0.0,-5.0,Pre-COVID,2,1.0,NWG > 0,4.0,0.0,True,True,True
18203,ATL,117,Hawks,2017-12-22,21700477,OKC,120,Thunder,no,0,2018,1,0,0,1,0,0,16,home,11.0,0.0,True,0.0,3.0,Pre-COVID,1,1.0,NWG > 0,-11.0,0.0,True,True,True
17018,CHA,104,Hornets,2017-12-22,21700476,MIL,109,Bucks,no,0,2018,0,0,0,0,0,0,16,home,5.0,2.0,True,,5.0,Pre-COVID,0,,NWG = 0,-5.0,0.0,False,True,True
16922,NYK,101,Knicks,2017-12-22,21700471,DET,104,Pistons,no,0,2018,1,0,0,0,1,0,20,home,6.5,0.0,True,0.0,3.0,Pre-COVID,1,1.0,NWG > 0,-6.5,0.0,True,True,True
17107,BKN,119,Nets,2017-12-23,21700482,IND,123,Pacers,no,0,2018,1,2,1,1,0,1,40,home,9.5,0.0,True,0.0,4.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-9.5,0.0,True,True,True
13402,DAL,107,Mavericks,2017-12-23,21700484,ATL,112,Hawks,no,0,2018,0,0,0,0,0,0,19,away,1.5,0.0,False,1.0,5.0,Pre-COVID,0,,NWG = 0,1.5,1.0,True,True,True
16844,LAC,112,Clippers,2017-12-23,21700487,MEM,115,Grizzlies,no,0,2018,1,1,0,1,0,1,12,home,3.0,2.0,True,,3.0,Pre-COVID,0,0.5,NWG = 0,-3.0,0.0,False,True,True
18363,MIL,106,Bucks,2017-12-23,21700481,CHA,111,Hornets,no,0,2018,0,0,0,0,0,0,21,home,4.5,1.0,True,1.0,5.0,Pre-COVID,0,,NWG = 0,-4.5,1.0,True,True,True
18997,POR,95,Trail Blazers,2017-12-23,21700491,LAL,92,Lakers,no,0,2018,1,0,0,1,0,0,18,home,3.0,0.0,True,0.0,-3.0,Pre-COVID,1,1.0,NWG > 0,-3.0,0.0,True,True,True
19596,CLE,92,Cavaliers,2017-12-25,21700494,GSW,99,Warriors,ABC,0,2018,3,1,0,3,0,1,16,home,4.0,1.0,True,1.0,7.0,Pre-COVID,2,0.75,NWG > 0,-4.0,1.0,True,True,True
18203,HOU,107,Rockets,2017-12-25,21700496,OKC,112,Thunder,ABC,0,2018,1,0,0,1,0,0,16,home,2.5,1.0,True,1.0,5.0,Pre-COVID,1,1.0,NWG > 0,-2.5,1.0,True,True,True
17105,MEM,97,Grizzlies,2017-12-26,21700504,PHX,99,Suns,no,0,2018,0,0,0,0,0,0,23,away,1.5,0.0,False,1.0,2.0,Pre-COVID,0,,NWG = 0,1.5,1.0,True,True,True
20005,TOR,93,Raptors,2017-12-26,21700499,DAL,98,Mavericks,no,0,2018,0,1,0,0,0,1,20,away,6.0,0.0,False,1.0,5.0,Pre-COVID,-1,0.0,NWG < 0,6.0,1.0,True,True,True
17923,DAL,98,Mavericks,2017-12-27,21700507,IND,94,Pacers,no,0,2018,1,0,0,1,0,0,14,home,3.5,0.0,True,0.0,-4.0,Pre-COVID,1,1.0,NWG > 0,-3.5,0.0,True,True,True
18978,DEN,125,Nuggets,2017-12-27,21700510,MIN,128,Timberwolves,no,0,2018,1,2,2,1,0,0,26,home,4.5,0.0,True,0.0,3.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-4.5,0.0,True,True,True
21883,NYK,87,Knicks,2017-12-27,21700509,CHI,92,Bulls,no,0,2018,0,1,0,0,0,2,17,home,1.5,1.0,True,1.0,5.0,Pre-COVID,-1,0.0,NWG < 0,-1.5,1.0,True,True,True
18624,HOU,98,Rockets,2017-12-28,21700517,BOS,99,Celtics,TNT,0,2018,1,0,0,1,0,0,31,away,1.5,0.0,False,1.0,1.0,Pre-COVID,1,1.0,NWG > 0,1.5,1.0,True,True,True
18717,MIN,96,Timberwolves,2017-12-28,21700518,MIL,102,Bucks,no,0,2018,0,0,0,0,0,0,14,home,4.5,1.0,True,1.0,6.0,Pre-COVID,0,,NWG = 0,-4.5,1.0,True,True,True
20104,PHI,110,76ers,2017-12-28,21700520,POR,114,Trail Blazers,TNT,0,2018,1,0,0,1,0,0,22,away,2.5,0.0,False,1.0,4.0,Pre-COVID,1,1.0,NWG > 0,2.5,1.0,True,True,True
18203,MIL,97,Bucks,2017-12-29,21700526,OKC,95,Thunder,no,0,2018,1,2,0,1,0,3,28,home,6.5,0.0,True,0.0,-2.0,Pre-COVID,-1,0.3333333333333333,NWG < 0,-6.5,0.0,True,True,True
18306,CLE,101,Cavaliers,2017-12-30,21700534,UTA,104,Jazz,no,0,2018,0,0,0,0,0,0,18,away,3.0,0.0,False,1.0,3.0,Pre-COVID,0,,NWG = 0,3.0,1.0,True,True,True
18846,MIA,117,Heat,2017-12-30,21700531,ORL,111,Magic,no,0,2018,0,0,0,0,0,0,18,away,1.5,1.0,False,0.0,-6.0,Pre-COVID,0,,NWG = 0,1.5,0.0,True,True,True
16947,NYK,105,Knicks,2017-12-30,21700532,NOP,103,Pelicans,no,0,2018,0,0,0,0,0,0,21,home,5.5,0.0,True,0.0,-2.0,Pre-COVID,0,,NWG = 0,-5.5,0.0,True,True,True
19599,PHI,107,76ers,2017-12-30,21700536,DEN,102,Nuggets,NBA TV,0,2018,1,0,0,1,0,0,23,home,7.0,0.0,True,0.0,-5.0,Pre-COVID,1,1.0,NWG > 0,-7.0,0.0,True,True,True
18624,BKN,105,Nets,2017-12-31,21700539,BOS,108,Celtics,no,0,2018,1,0,0,1,0,1,12,home,9.5,0.0,True,0.0,3.0,Pre-COVID,1,1.0,NWG > 0,-9.5,0.0,True,True,True
20356,CHI,110,Bulls,2017-12-31,21700537,WAS,114,Wizards,no,0,2018,0,0,0,0,0,1,13,home,8.0,0.0,True,0.0,4.0,Pre-COVID,0,,NWG = 0,-8.0,0.0,True,True,True
18203,DAL,116,Mavericks,2017-12-31,21700541,OKC,113,Thunder,no,0,2018,1,0,0,1,0,0,15,home,8.0,0.0,True,0.0,-3.0,Pre-COVID,1,1.0,NWG > 0,-8.0,0.0,True,True,True
18179,LAL,142,Lakers,2017-12-31,21700540,HOU,148,Rockets,no,0,2018,3,1,0,3,0,1,38,home,15.0,0.0,True,0.0,6.0,Pre-COVID,2,0.75,NWG > 0,-15.0,0.0,True,True,True
19800,MIL,127,Bucks,2018-01-01,21700546,TOR,131,Raptors,no,0,2018,0,0,0,0,0,0,34,home,6.0,0.0,True,0.0,4.0,Pre-COVID,0,,NWG = 0,-6.0,0.0,True,True,True
16164,ORL,95,Magic,2018-01-01,21700545,BKN,98,Nets,no,0,2018,0,0,0,0,0,0,23,home,1.5,1.0,True,1.0,3.0,Pre-COVID,0,,NWG = 0,-1.5,1.0,True,True,True
