home_score,committing_team,national_tv,committing_side,call_type,home_team,away_team,time_min,gid,time2,date,season,decision,time,away,time_sec,period,disadvantaged_side,away_score,playoff,home,disadvantaged_team,ATTENDANCE
105,CLE,NBATV,away,Foul: Shooting,Rockets,Cavaliers,1,21400883,1.7166666666666668,2015-03-01,2015,CC,01:43.0,CLE,43.0,Q4,home,103,0,HOU,HOU,18345.0
105,HOU,NBATV,home,Foul: Shooting,Rockets,Cavaliers,1,21400883,1.5333333333333332,2015-03-01,2015,CC,01:32.0,CLE,32.0,Q4,away,103,0,HOU,CLE,18345.0
105,HOU,NBATV,home,Foul: Loose Ball,Rockets,Cavaliers,1,21400883,1.15,2015-03-01,2015,CC,01:09.0,CLE,9.0,Q4,away,103,0,HOU,CLE,18345.0
105,CLE,NBATV,away,Foul: Shooting,Rockets,Cavaliers,4,21400883,4.566666666666666,2015-03-01,2015,CC,04:34.0,CLE,34.0,Q5,home,103,0,HOU,HOU,18345.0
105,,NBATV,,Instant Replay: Support Ruling,Rockets,Cavaliers,4,21400883,4.566666666666666,2015-03-01,2015,CC,04:34.0,CLE,34.0,Q5,,103,0,HOU,,18345.0
105,CLE,NBATV,away,Foul: Double Personal,Rockets,Cavaliers,3,21400883,3.9,2015-03-01,2015,INC,03:54.0,CLE,54.0,Q5,home,103,0,HOU,HOU,18345.0
105,CLE,NBATV,away,Foul: Shooting,Rockets,Cavaliers,2,21400883,2.35,2015-03-01,2015,CC,02:21.0,CLE,21.0,Q5,home,103,0,HOU,HOU,18345.0
105,HOU,NBATV,home,Foul: Offensive,Rockets,Cavaliers,1,21400883,1.0333333333333334,2015-03-01,2015,INC,01:02.0,CLE,2.0,Q5,away,103,0,HOU,CLE,18345.0
105,CLE,NBATV,away,Foul: Personal,Rockets,Cavaliers,1,21400883,1.0166666666666666,2015-03-01,2015,INC,01:01.0,CLE,1.0,Q5,home,103,0,HOU,HOU,18345.0
105,,NBATV,,Turnover: 24 Second Violation,Rockets,Cavaliers,0,21400883,0.9316666666666666,2015-03-01,2015,CC,00:55.9,CLE,55.9,Q5,,103,0,HOU,,18345.0
105,HOU,NBATV,home,Foul: Shooting,Rockets,Cavaliers,0,21400883,0.07,2015-03-01,2015,CC,00:04.2,CLE,4.2,Q5,away,103,0,HOU,CLE,18345.0
105,CLE,NBATV,away,Foul: Personal,Rockets,Cavaliers,0,21400883,0.025,2015-03-01,2015,CC,00:01.5,CLE,1.5,Q5,home,103,0,HOU,HOU,18345.0
105,CLE,NBATV,away,Foul: Personal,Rockets,Cavaliers,0,21400883,0.01,2015-03-01,2015,CC,00:00.6,CLE,0.6,Q5,home,103,0,HOU,HOU,18345.0
105,,NBATV,,Instant Replay: Support Ruling,Rockets,Cavaliers,0,21400883,0.005,2015-03-01,2015,CC,00:00.3,CLE,0.3,Q5,,103,0,HOU,,18345.0
101,GSW,no,away,Turnover: Traveling,Celtics,Warriors,2,21400880,2.0,2015-03-01,2015,CC,02:00.0,GSW,0.0,Q4,,106,0,BOS,,18624.0
101,BOS,no,home,Turnover: Traveling,Celtics,Warriors,0,21400880,0.4133333333333333,2015-03-01,2015,INC,00:24.8,GSW,24.8,Q4,away,106,0,BOS,GSW,18624.0
101,BOS,no,home,Turnover: Out of Bounds,Celtics,Warriors,0,21400880,0.3766666666666667,2015-03-01,2015,INC,00:22.6,GSW,22.6,Q4,,106,0,BOS,,18624.0
101,GSW,no,away,Foul: Personal,Celtics,Warriors,0,21400880,0.2966666666666667,2015-03-01,2015,CC,00:17.8,GSW,17.8,Q4,home,106,0,BOS,BOS,18624.0
101,BOS,no,home,Foul: Personal,Celtics,Warriors,0,21400880,0.175,2015-03-01,2015,CC,00:10.5,GSW,10.5,Q4,away,106,0,BOS,GSW,18624.0
101,BOS,no,home,Foul: Personal,Celtics,Warriors,0,21400880,0.0483333333333333,2015-03-01,2015,CC,00:02.9,GSW,2.9,Q4,away,106,0,BOS,GSW,18624.0
92,DEN,no,home,Foul: Shooting,Nuggets,Pelicans,1,21400884,1.95,2015-03-01,2015,CC,01:57.0,NOP,57.0,Q4,away,99,0,DEN,NOP,13109.0
92,NOP,no,away,Foul: Shooting,Nuggets,Pelicans,1,21400884,1.8333333333333333,2015-03-01,2015,CC,01:50.0,NOP,50.0,Q4,home,99,0,DEN,DEN,13109.0
92,DEN,no,home,Foul: Personal,Nuggets,Pelicans,1,21400884,1.5,2015-03-01,2015,CC,01:30.0,NOP,30.0,Q4,away,99,0,DEN,NOP,13109.0
92,,no,,Stoppage: Out-of-Bounds,Nuggets,Pelicans,1,21400884,1.3833333333333333,2015-03-01,2015,CC,01:23.0,NOP,23.0,Q4,,99,0,DEN,,13109.0
92,DEN,no,home,Foul: Personal,Nuggets,Pelicans,1,21400884,1.35,2015-03-01,2015,CC,01:21.0,NOP,21.0,Q4,away,99,0,DEN,NOP,13109.0
92,NOP,no,away,Foul: Shooting,Nuggets,Pelicans,1,21400884,1.15,2015-03-01,2015,CC,01:09.0,NOP,9.0,Q4,home,99,0,DEN,DEN,13109.0
92,NOP,no,away,Foul: Loose Ball,Nuggets,Pelicans,1,21400884,1.1333333333333333,2015-03-01,2015,INC,01:08.0,NOP,8.0,Q4,home,99,0,DEN,DEN,13109.0
92,,no,,Instant Replay: Support Ruling,Nuggets,Pelicans,1,21400884,1.1166666666666667,2015-03-01,2015,CC,01:07.0,NOP,7.0,Q4,,99,0,DEN,,13109.0
92,,no,,Stoppage: Out-of-Bounds,Nuggets,Pelicans,1,21400884,1.1166666666666667,2015-03-01,2015,CC,01:07.0,NOP,7.0,Q4,,99,0,DEN,,13109.0
92,DEN,no,home,Foul: Personal,Nuggets,Pelicans,1,21400884,1.0166666666666666,2015-03-01,2015,CC,01:01.0,NOP,1.0,Q4,away,99,0,DEN,NOP,13109.0
92,DEN,no,home,Foul: Personal,Nuggets,Pelicans,0,21400884,0.785,2015-03-01,2015,CC,00:47.1,NOP,47.1,Q4,away,99,0,DEN,NOP,13109.0
92,DEN,no,home,Foul: Personal,Nuggets,Pelicans,0,21400884,0.6383333333333333,2015-03-01,2015,CC,00:38.3,NOP,38.3,Q4,away,99,0,DEN,NOP,13109.0
92,DEN,no,home,Foul: Personal,Nuggets,Pelicans,0,21400884,0.4733333333333333,2015-03-01,2015,CC,00:28.4,NOP,28.4,Q4,away,99,0,DEN,NOP,13109.0
110,BKN,no,home,Foul: Shooting,Nets,Warriors,1,21400886,1.7166666666666668,2015-03-02,2015,CC,01:43.0,GSW,43.0,Q4,away,108,0,BKN,GSW,17732.0
110,,no,,Instant Replay: Overturn Ruling,Nets,Warriors,0,21400886,0.85,2015-03-02,2015,CC,00:51.0,GSW,51.0,Q4,,108,0,BKN,,17732.0
110,GSW,no,away,Foul: Personal,Nets,Warriors,0,21400886,0.825,2015-03-02,2015,CC,00:49.5,GSW,49.5,Q4,home,108,0,BKN,BKN,17732.0
105,LAC,no,away,Foul: Personal,Timberwolves,Clippers,1,21400888,1.7166666666666668,2015-03-02,2015,CC,01:43.0,LAC,43.0,Q4,home,110,0,MIN,MIN,18239.0
105,LAC,no,away,Foul: Shooting,Timberwolves,Clippers,1,21400888,1.3333333333333333,2015-03-02,2015,INC,01:20.0,LAC,20.0,Q4,home,110,0,MIN,MIN,18239.0
105,LAC,no,away,Foul: Technical,Timberwolves,Clippers,1,21400888,1.1,2015-03-02,2015,CC,01:06.0,LAC,6.0,Q4,,110,0,MIN,,18239.0
105,MIN,no,home,Foul: Double Technical,Timberwolves,Clippers,1,21400888,1.1,2015-03-02,2015,CC,01:06.0,LAC,6.0,Q4,away,110,0,MIN,LAC,18239.0
105,MIN,no,home,Foul: Shooting,Timberwolves,Clippers,1,21400888,1.1,2015-03-02,2015,CC,01:06.0,LAC,6.0,Q4,away,110,0,MIN,LAC,18239.0
105,LAC,no,away,Ejection: Second Technical,Timberwolves,Clippers,1,21400888,1.1,2015-03-02,2015,CC,01:06.0,LAC,6.0,Q4,,110,0,MIN,,18239.0
105,MIN,no,home,Turnover: Traveling,Timberwolves,Clippers,1,21400888,1.0166666666666666,2015-03-02,2015,INC,01:01.0,LAC,1.0,Q4,,110,0,MIN,,18239.0
105,LAC,no,away,Foul: Personal,Timberwolves,Clippers,1,21400888,1.0,2015-03-02,2015,IC,01:00.0,LAC,0.0,Q4,home,110,0,MIN,MIN,18239.0
105,LAC,no,away,Foul: Personal,Timberwolves,Clippers,0,21400888,0.5549999999999999,2015-03-02,2015,CC,00:33.3,LAC,33.3,Q4,home,110,0,MIN,MIN,18239.0
105,LAC,no,away,Foul: Loose Ball,Timberwolves,Clippers,0,21400888,0.2716666666666666,2015-03-02,2015,INC,00:16.3,LAC,16.3,Q4,home,110,0,MIN,MIN,18239.0
105,MIN,no,home,Foul: Personal,Timberwolves,Clippers,0,21400888,0.155,2015-03-02,2015,CC,00:09.3,LAC,9.3,Q4,away,110,0,MIN,LAC,18239.0
104,ATL,no,home,Foul: Shooting,Hawks,Rockets,1,21400892,1.25,2015-03-03,2015,CC,01:15.0,HOU,15.0,Q4,away,96,0,ATL,HOU,18968.0
104,,no,,Instant Replay: Support Ruling,Hawks,Rockets,0,21400892,0.9766666666666668,2015-03-03,2015,CC,00:58.6,HOU,58.6,Q4,,96,0,ATL,,18968.0
104,HOU,no,away,Foul: Personal,Hawks,Rockets,0,21400892,0.9766666666666668,2015-03-03,2015,CC,00:58.6,HOU,58.6,Q4,home,96,0,ATL,ATL,18968.0
104,HOU,no,away,Foul: Personal,Hawks,Rockets,0,21400892,0.8616666666666667,2015-03-03,2015,CC,00:51.7,HOU,51.7,Q4,home,96,0,ATL,ATL,18968.0
104,HOU,no,away,Foul: Personal,Hawks,Rockets,0,21400892,0.5583333333333333,2015-03-03,2015,CC,00:33.5,HOU,33.5,Q4,home,96,0,ATL,ATL,18968.0
104,HOU,no,away,Foul: Personal,Hawks,Rockets,0,21400892,0.2633333333333333,2015-03-03,2015,CC,00:15.8,HOU,15.8,Q4,home,96,0,ATL,ATL,18968.0
104,LAL,no,away,Foul: Shooting,Hornets,Lakers,1,21400890,1.6166666666666667,2015-03-03,2015,CC,01:37.0,LAL,37.0,Q4,home,103,0,CHA,CHA,16947.0
104,,no,,Instant Replay: Overturn Ruling,Hornets,Lakers,1,21400890,1.6,2015-03-03,2015,CC,01:36.0,LAL,36.0,Q4,,103,0,CHA,,16947.0
104,LAL,no,away,Foul: Personal,Hornets,Lakers,0,21400890,0.3116666666666666,2015-03-03,2015,CC,00:18.7,LAL,18.7,Q4,home,103,0,CHA,CHA,16947.0
104,CHA,no,home,Foul: Shooting,Hornets,Lakers,0,21400890,0.2416666666666666,2015-03-03,2015,CC,00:14.5,LAL,14.5,Q4,away,103,0,CHA,LAL,16947.0
104,LAL,no,away,Foul: Personal,Hornets,Lakers,0,21400890,0.2316666666666666,2015-03-03,2015,CC,00:13.9,LAL,13.9,Q4,home,103,0,CHA,CHA,16947.0
104,LAL,no,away,Turnover: Traveling,Hornets,Lakers,0,21400890,0.22,2015-03-03,2015,INC,00:13.2,LAL,13.2,Q4,,103,0,CHA,,16947.0
104,LAL,no,away,Foul: Personal,Hornets,Lakers,0,21400890,0.1316666666666666,2015-03-03,2015,CC,00:07.9,LAL,7.9,Q4,home,103,0,CHA,CHA,16947.0
104,LAL,no,away,Foul: Personal,Hornets,Lakers,0,21400890,0.0583333333333333,2015-03-03,2015,CC,00:03.5,LAL,3.5,Q4,home,103,0,CHA,CHA,16947.0
104,,no,,Instant Replay: Support Ruling,Hornets,Lakers,0,21400890,0.0,2015-03-03,2015,CC,00:00.0,LAL,0.0,Q4,,103,0,CHA,,16947.0
97,WAS,no,away,Foul: Shooting,Bulls,Wizards,1,21400893,1.6666666666666663,2015-03-03,2015,INC,01:40.0,WAS,40.0,Q4,home,92,0,CHI,CHI,21468.0
97,CHI,no,home,Turnover: Out of Bounds,Bulls,Wizards,1,21400893,1.0833333333333333,2015-03-03,2015,IC,01:05.0,WAS,5.0,Q4,,92,0,CHI,,21468.0
97,WAS,no,away,Foul: Shooting,Bulls,Wizards,0,21400893,0.6566666666666666,2015-03-03,2015,INC,00:39.4,WAS,39.4,Q4,home,92,0,CHI,CHI,21468.0
97,WAS,no,away,Foul: Personal,Bulls,Wizards,0,21400893,0.5916666666666667,2015-03-03,2015,CC,00:35.5,WAS,35.5,Q4,home,92,0,CHI,CHI,21468.0
97,CHI,no,home,Foul: Shooting,Bulls,Wizards,0,21400893,0.4833333333333333,2015-03-03,2015,CC,00:29.0,WAS,29.0,Q4,away,92,0,CHI,WAS,21468.0
97,WAS,no,away,Foul: Loose Ball,Bulls,Wizards,0,21400893,0.1416666666666666,2015-03-03,2015,CC,00:08.5,WAS,8.5,Q4,home,92,0,CHI,CHI,21468.0
97,WAS,no,away,Foul: Offensive,Bulls,Wizards,0,21400893,0.1383333333333333,2015-03-03,2015,INC,00:08.3,WAS,8.3,Q4,home,92,0,CHI,CHI,21468.0
112,TOR,no,home,Foul: Personal,Raptors,Cavaliers,1,21400900,1.5,2015-03-04,2015,CC,01:30.0,CLE,30.0,Q4,away,120,0,TOR,CLE,19800.0
112,TOR,no,home,Foul: Personal,Raptors,Cavaliers,0,21400900,0.4933333333333333,2015-03-04,2015,CC,00:29.6,CLE,29.6,Q4,away,120,0,TOR,CLE,19800.0
112,,no,,Stoppage: Out-of-Bounds,Raptors,Cavaliers,0,21400900,0.485,2015-03-04,2015,CC,00:29.1,CLE,29.1,Q4,,120,0,TOR,,19800.0
112,TOR,no,home,Foul: Personal,Raptors,Cavaliers,0,21400900,0.4383333333333333,2015-03-04,2015,CC,00:26.3,CLE,26.3,Q4,away,120,0,TOR,CLE,19800.0
112,TOR,no,home,Foul: Personal,Raptors,Cavaliers,0,21400900,0.3433333333333334,2015-03-04,2015,CC,00:20.6,CLE,20.6,Q4,away,120,0,TOR,CLE,19800.0
88,NOP,no,home,Violation: Kicked Ball,Pelicans,Pistons,1,21400903,1.5166666666666666,2015-03-04,2015,CC,01:31.0,DET,31.0,Q4,,85,0,NOP,,16925.0
88,DET,no,away,Foul: Personal,Pelicans,Pistons,0,21400903,0.2233333333333333,2015-03-04,2015,CC,00:13.4,DET,13.4,Q4,home,85,0,NOP,NOP,16925.0
88,DET,no,away,Foul: Personal,Pelicans,Pistons,0,21400903,0.1583333333333333,2015-03-04,2015,CC,00:09.5,DET,9.5,Q4,home,85,0,NOP,NOP,16925.0
100,MIA,ESPN,home,Foul: Personal,Heat,Lakers,1,21400905,1.8833333333333333,2015-03-04,2015,CC,01:53.0,LAL,53.0,Q4,away,94,0,MIA,LAL,19600.0
100,MIA,ESPN,home,Foul: Shooting,Heat,Lakers,1,21400905,1.7333333333333334,2015-03-04,2015,CC,01:44.0,LAL,44.0,Q4,away,94,0,MIA,LAL,19600.0
100,LAL,ESPN,away,Foul: Personal,Heat,Lakers,1,21400905,1.4666666666666668,2015-03-04,2015,CC,01:28.0,LAL,28.0,Q4,home,94,0,MIA,MIA,19600.0
100,LAL,ESPN,away,Foul: Personal,Heat,Lakers,0,21400905,0.26,2015-03-04,2015,IC,00:15.6,LAL,15.6,Q4,home,94,0,MIA,MIA,19600.0
100,LAL,ESPN,away,Foul: Personal,Heat,Lakers,0,21400905,0.075,2015-03-04,2015,CC,00:04.5,LAL,4.5,Q4,home,94,0,MIA,MIA,19600.0
100,MEM,no,away,Foul: Offensive,Rockets,Grizzlies,1,21400901,1.75,2015-03-04,2015,CC,01:45.0,MEM,45.0,Q4,home,102,0,HOU,HOU,18224.0
100,MEM,no,away,Foul: Personal,Rockets,Grizzlies,1,21400901,1.6166666666666667,2015-03-04,2015,CC,01:37.0,MEM,37.0,Q4,home,102,0,HOU,HOU,18224.0
100,HOU,no,home,Foul: Shooting,Rockets,Grizzlies,1,21400901,1.1333333333333333,2015-03-04,2015,CC,01:08.0,MEM,8.0,Q4,away,102,0,HOU,MEM,18224.0
100,MEM,no,away,Foul: Shooting,Rockets,Grizzlies,1,21400901,1.0,2015-03-04,2015,INC,01:00.0,MEM,0.0,Q4,home,102,0,HOU,HOU,18224.0
100,MEM,no,away,Turnover: 24 Second Violation,Rockets,Grizzlies,0,21400901,0.5316666666666666,2015-03-04,2015,INC,00:31.9,MEM,31.9,Q4,,102,0,HOU,,18224.0
100,MEM,no,away,Foul: Shooting,Rockets,Grizzlies,0,21400901,0.13,2015-03-04,2015,INC,00:07.8,MEM,7.8,Q4,home,102,0,HOU,HOU,18224.0
123,OKC,no,home,Foul: Personal,Thunder,76ers,1,21400904,1.9833333333333327,2015-03-04,2015,CC,01:59.0,PHI,59.0,Q4,away,118,0,OKC,PHI,18203.0
123,PHI,no,away,Foul: Shooting,Thunder,76ers,1,21400904,1.5333333333333332,2015-03-04,2015,CC,01:32.0,PHI,32.0,Q4,home,118,0,OKC,OKC,18203.0
123,OKC,no,home,Turnover: 3 Second Violation,Thunder,76ers,0,21400904,0.7,2015-03-04,2015,INC,00:42.0,PHI,42.0,Q4,,118,0,OKC,,18203.0
123,PHI,no,away,Turnover: Backcourt Turnover,Thunder,76ers,4,21400904,4.7,2015-03-04,2015,CC,04:42.0,PHI,42.0,Q5,,118,0,OKC,,18203.0
123,,no,,Stoppage: Out-of-Bounds,Thunder,76ers,4,21400904,4.033333333333333,2015-03-04,2015,CC,04:02.0,PHI,2.0,Q5,,118,0,OKC,,18203.0
123,OKC,no,home,Foul: Personal,Thunder,76ers,3,21400904,3.716666666666667,2015-03-04,2015,CC,03:43.0,PHI,43.0,Q5,away,118,0,OKC,PHI,18203.0
123,OKC,no,home,Foul: Loose Ball,Thunder,76ers,3,21400904,3.583333333333333,2015-03-04,2015,CC,03:35.0,PHI,35.0,Q5,away,118,0,OKC,PHI,18203.0
123,PHI,no,away,Foul: Shooting,Thunder,76ers,1,21400904,1.9166666666666663,2015-03-04,2015,CC,01:55.0,PHI,55.0,Q5,home,118,0,OKC,OKC,18203.0
123,OKC,no,home,Foul: Shooting,Thunder,76ers,1,21400904,1.7333333333333334,2015-03-04,2015,CC,01:44.0,PHI,44.0,Q5,away,118,0,OKC,PHI,18203.0
123,OKC,no,home,Foul: Shooting,Thunder,76ers,1,21400904,1.3333333333333333,2015-03-04,2015,CC,01:20.0,PHI,20.0,Q5,away,118,0,OKC,PHI,18203.0
123,PHI,no,away,Foul: Personal,Thunder,76ers,0,21400904,0.5133333333333333,2015-03-04,2015,CC,00:30.8,PHI,30.8,Q5,home,118,0,OKC,OKC,18203.0
123,OKC,no,home,Foul: Personal,Thunder,76ers,0,21400904,0.4416666666666666,2015-03-04,2015,CC,00:26.5,PHI,26.5,Q5,away,118,0,OKC,PHI,18203.0
123,PHI,no,away,Foul: Personal,Thunder,76ers,0,21400904,0.365,2015-03-04,2015,CC,00:21.9,PHI,21.9,Q5,home,118,0,OKC,OKC,18203.0
123,,no,,Instant Replay: Overturn Ruling,Thunder,76ers,0,21400904,0.175,2015-03-04,2015,CC,00:10.5,PHI,10.5,Q5,,118,0,OKC,,18203.0
123,PHI,no,away,Foul: Personal,Thunder,76ers,0,21400904,0.105,2015-03-04,2015,CC,00:06.3,PHI,6.3,Q5,home,118,0,OKC,OKC,18203.0
93,,ESPN,,Instant Replay: Support Ruling,Clippers,Trail Blazers,0,21400908,0.0466666666666666,2015-03-04,2015,CC,00:02.8,POR,2.8,Q4,,98,0,LAC,,19060.0
93,,ESPN,,Instant Replay: Support Ruling,Clippers,Trail Blazers,0,21400908,0.0,2015-03-04,2015,CC,00:00.0,POR,0.0,Q4,,98,0,LAC,,19060.0
93,LAC,ESPN,home,Foul: Personal,Clippers,Trail Blazers,4,21400908,4.783333333333333,2015-03-04,2015,CC,04:47.0,POR,47.0,Q5,away,98,0,LAC,POR,19060.0
93,LAC,ESPN,home,Turnover: Traveling,Clippers,Trail Blazers,4,21400908,4.116666666666666,2015-03-04,2015,INC,04:07.0,POR,7.0,Q5,,98,0,LAC,,19060.0
93,LAC,ESPN,home,Foul: Personal,Clippers,Trail Blazers,3,21400908,3.55,2015-03-04,2015,CC,03:33.0,POR,33.0,Q5,away,98,0,LAC,POR,19060.0
93,LAC,ESPN,home,Foul: Shooting,Clippers,Trail Blazers,3,21400908,3.5,2015-03-04,2015,CC,03:30.0,POR,30.0,Q5,away,98,0,LAC,POR,19060.0
93,LAC,ESPN,home,Turnover: Offensive Goaltending,Clippers,Trail Blazers,1,21400908,1.8666666666666667,2015-03-04,2015,INC,01:52.0,POR,52.0,Q5,,98,0,LAC,,19060.0
93,LAC,ESPN,home,Foul: Personal,Clippers,Trail Blazers,1,21400908,1.4833333333333334,2015-03-04,2015,INC,01:29.0,POR,29.0,Q5,away,98,0,LAC,POR,19060.0
93,POR,ESPN,away,Foul: Loose Ball,Clippers,Trail Blazers,0,21400908,0.1516666666666666,2015-03-04,2015,INC,00:09.1,POR,9.1,Q5,home,98,0,LAC,LAC,19060.0
93,POR,ESPN,away,Foul: Loose Ball,Clippers,Trail Blazers,0,21400908,0.1166666666666666,2015-03-04,2015,CC,00:07.0,POR,7.0,Q5,home,98,0,LAC,LAC,19060.0
93,LAC,ESPN,home,Foul: Personal,Clippers,Trail Blazers,0,21400908,0.02,2015-03-04,2015,INC,00:01.2,POR,1.2,Q5,away,98,0,LAC,POR,19060.0
108,,TNT,,Violation: Jump Ball,Bulls,Thunder,1,21400909,1.95,2015-03-05,2015,CC,01:57.0,OKC,57.0,Q4,,105,0,CHI,,21696.0
108,CHI,TNT,home,Foul: Personal,Bulls,Thunder,1,21400909,1.1166666666666667,2015-03-05,2015,CC,01:07.0,OKC,7.0,Q4,away,105,0,CHI,OKC,21696.0
108,OKC,TNT,away,Violation: Lane,Bulls,Thunder,1,21400909,1.1166666666666667,2015-03-05,2015,INC,01:07.0,OKC,7.0,Q4,,105,0,CHI,,21696.0
108,OKC,TNT,away,Foul: Personal,Bulls,Thunder,0,21400909,0.4816666666666666,2015-03-05,2015,CC,00:28.9,OKC,28.9,Q4,home,105,0,CHI,CHI,21696.0
108,OKC,TNT,away,Turnover: 24 Second Violation,Bulls,Thunder,0,21400909,0.0816666666666666,2015-03-05,2015,CC,00:04.9,OKC,4.9,Q4,,105,0,CHI,,21696.0
108,,TNT,,Instant Replay: Support Ruling,Bulls,Thunder,0,21400909,0.035,2015-03-05,2015,CC,00:02.1,OKC,2.1,Q4,,105,0,CHI,,21696.0
108,OKC,TNT,away,Turnover: Out of Bounds,Bulls,Thunder,0,21400909,0.02,2015-03-05,2015,CC,00:01.2,OKC,1.2,Q4,,105,0,CHI,,21696.0
108,OKC,TNT,away,Foul: Personal,Bulls,Thunder,0,21400909,0.0033333333333333,2015-03-05,2015,CC,00:00.2,OKC,0.2,Q4,home,105,0,CHI,CHI,21696.0
97,LAL,no,away,Foul: Shooting,Grizzlies,Lakers,1,21400918,1.6,2015-03-06,2015,CC,01:36.0,LAL,36.0,Q4,home,90,0,MEM,MEM,17399.0
97,,no,,Instant Replay: Support Ruling,Grizzlies,Lakers,0,21400918,0.8633333333333333,2015-03-06,2015,CC,00:51.8,LAL,51.8,Q4,,90,0,MEM,,17399.0
97,,no,,Instant Replay: Overturn Ruling,Grizzlies,Lakers,0,21400918,0.8633333333333333,2015-03-06,2015,CC,00:51.8,LAL,51.8,Q4,,90,0,MEM,,17399.0
97,LAL,no,away,Foul: Personal,Grizzlies,Lakers,0,21400918,0.7799999999999999,2015-03-06,2015,CC,00:46.8,LAL,46.8,Q4,home,90,0,MEM,MEM,17399.0
97,LAL,no,away,Foul: Personal,Grizzlies,Lakers,0,21400918,0.3833333333333333,2015-03-06,2015,CC,00:23.0,LAL,23.0,Q4,home,90,0,MEM,MEM,17399.0
97,LAL,no,away,Turnover: 5 Second Inbound,Grizzlies,Lakers,0,21400918,0.3833333333333333,2015-03-06,2015,INC,00:23.0,LAL,23.0,Q4,,90,0,MEM,,17399.0
97,LAL,no,away,Foul: Personal,Grizzlies,Lakers,0,21400918,0.3116666666666666,2015-03-06,2015,CC,00:18.7,LAL,18.7,Q4,home,90,0,MEM,MEM,17399.0
97,,no,,Instant Replay: Support Ruling,Grizzlies,Lakers,0,21400918,0.2183333333333333,2015-03-06,2015,CC,00:13.1,LAL,13.1,Q4,,90,0,MEM,,17399.0
97,LAL,no,away,Foul: Personal,Grizzlies,Lakers,0,21400918,0.2183333333333333,2015-03-06,2015,CC,00:13.1,LAL,13.1,Q4,home,90,0,MEM,MEM,17399.0
97,MEM,no,home,Foul: Personal,Grizzlies,Lakers,0,21400918,0.1583333333333333,2015-03-06,2015,CC,00:09.5,LAL,9.5,Q4,away,90,0,MEM,LAL,17399.0
97,MEM,no,home,Foul: Loose Ball,Grizzlies,Lakers,0,21400918,0.0983333333333333,2015-03-06,2015,IC,00:05.9,LAL,5.9,Q4,away,90,0,MEM,LAL,17399.0
97,LAL,no,away,Foul: Personal,Grizzlies,Lakers,0,21400918,0.0916666666666666,2015-03-06,2015,CC,00:05.5,LAL,5.5,Q4,home,90,0,MEM,MEM,17399.0
97,LAL,no,away,Foul: Personal,Grizzlies,Lakers,0,21400918,0.0566666666666666,2015-03-06,2015,CC,00:03.4,LAL,3.4,Q4,home,90,0,MEM,MEM,17399.0
97,,no,,Instant Replay: Support Ruling,Grizzlies,Lakers,0,21400918,0.0,2015-03-06,2015,CC,00:00.0,LAL,0.0,Q4,,90,0,MEM,,17399.0
99,,ESPN,,Instant Replay: Overturn Ruling,Wizards,Heat,1,21400920,1.1333333333333333,2015-03-06,2015,IC,01:08.0,MIA,8.0,Q4,,97,0,WAS,,20356.0
99,MIA,ESPN,away,Foul: Personal,Wizards,Heat,0,21400920,0.0316666666666666,2015-03-06,2015,CC,00:01.9,MIA,1.9,Q4,home,97,0,WAS,WAS,20356.0
99,MIA,ESPN,away,Foul: Personal,Wizards,Heat,0,21400920,0.0266666666666666,2015-03-06,2015,CC,00:01.6,MIA,1.6,Q4,home,97,0,WAS,WAS,20356.0
100,BKN,no,home,Foul: Shooting,Nets,Suns,1,21400916,1.6166666666666667,2015-03-06,2015,CC,01:37.0,PHX,37.0,Q4,away,108,0,BKN,PHX,16445.0
100,PHX,no,away,Foul: Personal,Nets,Suns,0,21400916,0.7616666666666667,2015-03-06,2015,INC,00:45.7,PHX,45.7,Q4,home,108,0,BKN,BKN,16445.0
100,BKN,no,home,Foul: Offensive,Nets,Suns,0,21400916,0.6883333333333332,2015-03-06,2015,CC,00:41.3,PHX,41.3,Q4,away,108,0,BKN,PHX,16445.0
100,PHX,no,away,Foul: Offensive,Nets,Suns,0,21400916,0.3733333333333333,2015-03-06,2015,INC,00:22.4,PHX,22.4,Q4,home,108,0,BKN,BKN,16445.0
100,PHX,no,away,Turnover: Traveling,Nets,Suns,0,21400916,0.2916666666666667,2015-03-06,2015,INC,00:17.5,PHX,17.5,Q4,,108,0,BKN,,16445.0
100,BKN,no,home,Foul: Offensive,Nets,Suns,3,21400916,3.15,2015-03-06,2015,INC,03:09.0,PHX,9.0,Q5,away,108,0,BKN,PHX,16445.0
100,BKN,no,home,Foul: Shooting,Nets,Suns,3,21400916,3.0166666666666666,2015-03-06,2015,CC,03:01.0,PHX,1.0,Q5,away,108,0,BKN,PHX,16445.0
100,PHX,no,away,Foul: Shooting,Nets,Suns,1,21400916,1.7,2015-03-06,2015,CC,01:42.0,PHX,42.0,Q5,home,108,0,BKN,BKN,16445.0
100,BKN,no,home,Turnover: 5 Second Inbound,Nets,Suns,0,21400916,0.2916666666666667,2015-03-06,2015,INC,00:17.5,PHX,17.5,Q5,,108,0,BKN,,16445.0
100,,no,,Instant Replay: Overturn Ruling,Nets,Suns,0,21400916,0.2383333333333333,2015-03-06,2015,CC,00:14.3,PHX,14.3,Q5,,108,0,BKN,,16445.0
